State,Date,Confirmed,Deaths,Recovered,Active,Total_Test_Results,People_Hospitalized
Wisconsin,2021-03-13,624508,7164,0.0,0.0,7174696.0,0.0
West Virginia,2021-03-13,134842,2511,0.0,0.0,2296001.0,0.0
Washington,2021-03-13,348516,5123,0.0,0.0,5470909.0,0.0
Virginia,2021-03-13,592214,9961,0.0,0.0,6105028.0,0.0
Vermont,2021-03-13,16623,212,0.0,0.0,1153835.0,0.0
Utah,2021-03-13,377492,2017,0.0,0.0,2941955.0,0.0
Texas,2021-03-13,2758159,46229,0.0,0.0,20169205.0,0.0
Tennessee,2021-03-13,789652,11639,0.0,0.0,6944400.0,0.0
South Dakota,2021-03-13,114347,1907,0.0,0.0,430649.0,0.0
South Carolina,2021-03-13,530880,8833,0.0,0.0,5249070.0,0.0
Puerto Rico,2021-03-13,102567,2077,0.0,0.0,1761554.0,0.0
Wyoming,2021-03-13,55163,691,0.0,0.0,658148.0,0.0
Pennsylvania,2021-03-13,970020,24524,0.0,0.0,10869747.0,0.0
Oklahoma,2021-03-13,432532,4701,0.0,0.0,3588666.0,0.0
Ohio,2021-03-13,986740,18994,0.0,0.0,10366545.0,0.0
North Dakota,2021-03-13,100847,1486,0.0,0.0,1431247.0,0.0
North Carolina,2021-03-13,881823,11663,0.0,0.0,9930549.0,0.0
New York,2021-03-13,1724425,48554,0.0,0.0,40464839.0,0.0
New Mexico,2021-03-13,187984,3849,0.0,0.0,2815334.0,0.0
New Jersey,2021-03-13,830681,23854,0.0,0.0,11166033.0,0.0
New Hampshire,2021-03-13,78074,1195,0.0,0.0,1522004.0,0.0
Nevada,2021-03-13,298623,5097,0.0,0.0,2801732.0,0.0
Nebraska,2021-03-13,204162,2124,0.0,0.0,2455461.0,0.0
Montana,2021-03-13,101556,1392,0.0,0.0,1128552.0,0.0
Oregon,2021-03-13,159037,2319,0.0,0.0,3922857.0,0.0
Rhode Island,2021-03-13,130502,2567,0.0,0.0,3185176.0,0.0
Alaska,2021-03-13,60266,306,0.0,0.0,1771775.0,0.0
American Samoa,2021-03-14,0,0,0.0,0.0,2140.0,0.0
New Jersey,2021-03-14,834547,23888,0.0,0.0,11225381.0,0.0
New Mexico,2021-03-14,188167,3850,0.0,0.0,2829742.0,0.0
New York,2021-03-14,1734676,48648,0.0,0.0,40764117.0,0.0
North Carolina,2021-03-14,882715,11691,0.0,0.0,9973556.0,0.0
North Dakota,2021-03-14,100942,1488,0.0,0.0,1435266.0,0.0
Ohio,2021-03-14,988298,19018,0.0,0.0,10413544.0,0.0
Oklahoma,2021-03-14,433168,4701,0.0,0.0,3598502.0,0.0
Oregon,2021-03-14,159402,2322,0.0,0.0,3938818.0,0.0
Pennsylvania,2021-03-14,972895,24526,0.0,0.0,10928503.0,0.0
Puerto Rico,2021-03-14,102802,2077,0.0,0.0,1766570.0,0.0
Rhode Island,2021-03-14,130502,2567,0.0,0.0,3205252.0,0.0
South Carolina,2021-03-14,532549,8870,0.0,0.0,5273044.0,0.0
South Dakota,2021-03-14,114493,1909,0.0,0.0,431342.0,0.0
Tennessee,2021-03-14,789652,11639,0.0,0.0,6944400.0,0.0
Texas,2021-03-14,2763065,46366,0.0,0.0,20215388.0,0.0
Utah,2021-03-14,377983,2021,0.0,0.0,2949437.0,0.0
Vermont,2021-03-14,16698,214,0.0,0.0,1170887.0,0.0
Virginia,2021-03-14,593562,9985,0.0,0.0,6132452.0,0.0
Washington,2021-03-14,349425,5123,0.0,0.0,5510478.0,0.0
West Virginia,2021-03-14,135149,2519,0.0,0.0,2307317.0,0.0
Wisconsin,2021-03-14,625045,7178,0.0,0.0,7204637.0,0.0
Wyoming,2021-03-14,55163,691,0.0,0.0,660164.0,0.0
Alaska,2021-03-14,60266,306,0.0,0.0,1780353.0,0.0
New Hampshire,2021-03-14,78319,1199,0.0,0.0,1527660.0,0.0
Nevada,2021-03-14,299065,5117,0.0,0.0,2814250.0,0.0
Alabama,2021-03-14,503305,10327,0.0,0.0,4151579.0,0.0
Montana,2021-03-14,101726,1392,0.0,0.0,1134147.0,0.0
Nebraska,2021-03-14,204464,2127,0.0,0.0,2464576.0,0.0
Arizona,2021-03-14,832094,16546,0.0,0.0,8110754.0,0.0
Arkansas,2021-03-14,326813,5455,0.0,0.0,2768216.0,0.0
California,2021-03-14,3681520,55117,0.0,0.0,50316151.0,0.0
Colorado,2021-03-14,442753,6036,0.0,0.0,6526285.0,0.0
Connecticut,2021-03-14,290577,7765,0.0,0.0,6697955.0,0.0
Delaware,2021-03-14,90156,1504,0.0,0.0,1463610.0,0.0
District of Columbia,2021-03-14,42432,1040,0.0,0.0,1290309.0,0.0
Florida,2021-03-14,1973109,32225,0.0,0.0,24243665.0,0.0
Georgia,2021-03-14,1032967,18216,0.0,0.0,7454521.0,0.0
Guam,2021-03-14,7768,133,0.0,0.0,122721.0,0.0
Idaho,2021-03-14,175236,1910,0.0,0.0,653620.0,0.0
Hawaii,2021-03-14,29180,450,0.0,0.0,1166320.0,0.0
Indiana,2021-03-14,671859,12846,0.0,0.0,8391163.0,0.0
Illinois,2021-03-14,1207847,23189,0.0,0.0,18988565.0,0.0
Mississippi,2021-03-14,300577,6896,0.0,0.0,1781443.0,0.0
Missouri,2021-03-14,570508,8660,0.0,0.0,4635002.0,0.0
Minnesota,2021-03-14,496395,6809,0.0,0.0,7229924.0,0.0
Massachusetts,2021-03-14,600616,16614,0.0,0.0,17229788.0,0.0
Michigan,2021-03-14,670088,16769,0.0,0.0,10823583.0,0.0
Maine,2021-03-14,46863,724,0.0,0.0,1711020.0,0.0
Louisiana,2021-03-14,436482,9861,0.0,0.0,5784633.0,0.0
Kentucky,2021-03-14,415770,4966,0.0,0.0,4019462.0,0.0
Kansas,2021-03-14,299995,4816,0.0,0.0,1285314.0,0.0
Iowa,2021-03-14,342705,5633,0.0,0.0,1338181.0,0.0
Maryland,2021-03-14,392581,8038,0.0,0.0,8236204.0,0.0
Iowa,2021-03-15,342886,5641,0.0,0.0,1339467.0,0.0
Illinois,2021-03-15,1209331,23207,0.0,0.0,19066070.0,0.0
Indiana,2021-03-15,672554,12856,0.0,0.0,8425552.0,0.0
Kansas,2021-03-15,299995,4816,0.0,0.0,1285314.0,0.0
Maryland,2021-03-15,393441,8048,0.0,0.0,8272627.0,0.0
Louisiana,2021-03-15,437393,9884,0.0,0.0,5784633.0,0.0
Maine,2021-03-15,47032,724,0.0,0.0,1711106.0,0.0
Idaho,2021-03-15,175236,1910,0.0,0.0,654640.0,0.0
Massachusetts,2021-03-15,602308,16645,0.0,0.0,17335286.0,0.0
Kentucky,2021-03-15,416215,4982,0.0,0.0,4031247.0,0.0
Hawaii,2021-03-15,29219,451,0.0,0.0,1171863.0,0.0
Delaware,2021-03-15,90381,1507,0.0,0.0,1471921.0,0.0
Georgia,2021-03-15,1033786,18215,0.0,0.0,7476610.0,0.0
Florida,2021-03-15,1976808,32255,0.0,0.0,24280548.0,0.0
District of Columbia,2021-03-15,42511,1041,0.0,0.0,1296619.0,0.0
Michigan,2021-03-15,670088,16769,0.0,0.0,10860548.0,0.0
Connecticut,2021-03-15,290577,7765,0.0,0.0,6697955.0,0.0
Colorado,2021-03-15,443968,6038,0.0,0.0,6557486.0,0.0
California,2021-03-15,3684131,55206,0.0,0.0,50889509.0,0.0
Arkansas,2021-03-15,326943,5474,0.0,0.0,2773065.0,0.0
Arizona,2021-03-15,832743,16553,0.0,0.0,8134653.0,0.0
American Samoa,2021-03-15,0,0,0.0,0.0,2140.0,0.0
Alaska,2021-03-15,60267,306,0.0,0.0,1780353.0,0.0
Alabama,2021-03-15,503673,10327,0.0,0.0,4154575.0,0.0
Guam,2021-03-15,7768,133,0.0,0.0,122721.0,0.0
Minnesota,2021-03-15,497392,6814,0.0,0.0,7258316.0,0.0
New Hampshire,2021-03-15,78615,1199,0.0,0.0,1527660.0,0.0
Missouri,2021-03-15,571005,8660,0.0,0.0,4648033.0,0.0
Wyoming,2021-03-15,55163,691,0.0,0.0,660164.0,0.0
Wisconsin,2021-03-15,625359,7176,0.0,0.0,7231418.0,0.0
West Virginia,2021-03-15,135468,2530,0.0,0.0,2316597.0,0.0
Washington,2021-03-15,349425,5123,0.0,0.0,5533879.0,0.0
Virginia,2021-03-15,594735,10019,0.0,0.0,6155837.0,0.0
Vermont,2021-03-15,16890,214,0.0,0.0,1178093.0,0.0
Utah,2021-03-15,378379,2027,0.0,0.0,2956997.0,0.0
Texas,2021-03-15,2765693,46423,0.0,0.0,20287111.0,0.0
Tennessee,2021-03-15,789652,11639,0.0,0.0,6963586.0,0.0
South Dakota,2021-03-15,114623,1912,0.0,0.0,432098.0,0.0
South Carolina,2021-03-15,533421,8875,0.0,0.0,5310349.0,0.0
Mississippi,2021-03-15,300780,6901,0.0,0.0,1781884.0,0.0
Rhode Island,2021-03-15,130502,2567,0.0,0.0,3205252.0,0.0
Pennsylvania,2021-03-15,974818,24527,0.0,0.0,10976232.0,0.0
Oregon,2021-03-15,159617,2322,0.0,0.0,3938818.0,0.0
Ohio,2021-03-15,989191,19033,0.0,0.0,870867.0,0.0
North Dakota,2021-03-15,100976,1488,0.0,0.0,1438441.0,0.0
North Carolina,2021-03-15,882715,11691,0.0,0.0,9987919.0,0.0
New York,2021-03-15,1741363,48752,0.0,0.0,40989910.0,0.0
New Mexico,2021-03-15,188311,3852,0.0,0.0,2844606.0,0.0
New Jersey,2021-03-15,837861,23903,0.0,0.0,11226063.0,0.0
Nevada,2021-03-15,299287,5118,0.0,0.0,2826288.0,0.0
Nebraska,2021-03-15,204638,2127,0.0,0.0,2474157.0,0.0
Montana,2021-03-15,101760,1392,0.0,0.0,1138963.0,0.0
Puerto Rico,2021-03-15,102995,2080,0.0,0.0,1768378.0,0.0
Oklahoma,2021-03-15,433669,4701,0.0,0.0,3598502.0,0.0
Wyoming,2021-03-16,55327,691,0.0,0.0,660164.0,0.0
Minnesota,2021-03-16,498218,6815,0.0,0.0,7283550.0,0.0
Montana,2021-03-16,101933,1393,0.0,0.0,1142406.0,0.0
Nebraska,2021-03-16,204753,2127,0.0,0.0,2477439.0,0.0
Nevada,2021-03-16,299471,5121,0.0,0.0,2833574.0,0.0
New Hampshire,2021-03-16,78813,1199,0.0,0.0,1544671.0,0.0
New Jersey,2021-03-16,840685,23925,0.0,0.0,11286247.0,0.0
New Mexico,2021-03-16,188488,3853,0.0,0.0,2853353.0,0.0
New York,2021-03-16,1748482,48815,0.0,0.0,41196590.0,0.0
North Carolina,2021-03-16,886218,11709,0.0,0.0,9987919.0,0.0
North Dakota,2021-03-16,101001,1488,0.0,0.0,1439349.0,0.0
Ohio,2021-03-16,990340,19051,0.0,0.0,10485278.0,0.0
Oklahoma,2021-03-16,433996,4701,0.0,0.0,3598502.0,0.0
Oregon,2021-03-16,159790,2324,0.0,0.0,3938818.0,0.0
Pennsylvania,2021-03-16,976234,24583,0.0,0.0,10976232.0,0.0
Puerto Rico,2021-03-16,103211,2081,0.0,0.0,1768764.0,0.0
Rhode Island,2021-03-16,131487,2576,0.0,0.0,3205252.0,0.0
South Carolina,2021-03-16,534188,8878,0.0,0.0,5328920.0,0.0
South Dakota,2021-03-16,114649,1912,0.0,0.0,432728.0,0.0
Tennessee,2021-03-16,792795,11638,0.0,0.0,6963586.0,0.0
Texas,2021-03-16,2768436,46519,0.0,0.0,20346386.0,0.0
Utah,2021-03-16,378600,2027,0.0,0.0,2961937.0,0.0
Vermont,2021-03-16,16992,214,0.0,0.0,1193774.0,0.0
Virginia,2021-03-16,595865,10060,0.0,0.0,6174378.0,0.0
Washington,2021-03-16,350506,5135,0.0,0.0,5533879.0,0.0
Missouri,2021-03-16,571405,8661,0.0,0.0,4663525.0,0.0
Mississippi,2021-03-16,300881,6903,0.0,0.0,1782016.0,0.0
Wisconsin,2021-03-16,625690,7177,0.0,0.0,7249812.0,0.0
Michigan,2021-03-16,673916,16779,0.0,0.0,10860548.0,0.0
Alabama,2021-03-16,508229,10329,0.0,0.0,4161158.0,0.0
Alaska,2021-03-16,60655,306,0.0,0.0,1780353.0,0.0
American Samoa,2021-03-16,0,0,0.0,0.0,2140.0,0.0
Arizona,2021-03-16,833381,16553,0.0,0.0,8134653.0,0.0
Arkansas,2021-03-16,327060,5481,0.0,0.0,2775973.0,0.0
California,2021-03-16,3685800,55249,0.0,0.0,51099687.0,0.0
Colorado,2021-03-16,444390,6040,0.0,0.0,6588233.0,0.0
Connecticut,2021-03-16,293102,7788,0.0,0.0,6697955.0,0.0
Delaware,2021-03-16,90614,1511,0.0,0.0,1476735.0,0.0
District of Columbia,2021-03-16,42623,1042,0.0,0.0,1301179.0,0.0
Florida,2021-03-16,1979634,32348,0.0,0.0,24358880.0,0.0
West Virginia,2021-03-16,135678,2531,0.0,0.0,2325596.0,0.0
Georgia,2021-03-16,1034763,18262,0.0,0.0,7490072.0,0.0
Hawaii,2021-03-16,29259,451,0.0,0.0,1178527.0,0.0
Idaho,2021-03-16,175657,1916,0.0,0.0,654640.0,0.0
Illinois,2021-03-16,1210113,23217,0.0,0.0,19131098.0,0.0
Indiana,2021-03-16,672967,12864,0.0,0.0,8452256.0,0.0
Iowa,2021-03-16,343303,5642,0.0,0.0,1340753.0,0.0
Kansas,2021-03-16,300434,4829,0.0,0.0,1285314.0,0.0
Kentucky,2021-03-16,416610,5005,0.0,0.0,4031247.0,0.0
Louisiana,2021-03-16,437565,9903,0.0,0.0,5816759.0,0.0
Maine,2021-03-16,47206,725,0.0,0.0,1726978.0,0.0
Maryland,2021-03-16,394058,8055,0.0,0.0,8309280.0,0.0
Massachusetts,2021-03-16,603464,16673,0.0,0.0,17425530.0,0.0
Guam,2021-03-16,7773,134,0.0,0.0,122721.0,0.0
Alaska,2021-03-17,60758,306,0.0,0.0,1800033.0,0.0
Alabama,2021-03-17,508717,10337,0.0,0.0,4170962.0,0.0
Wyoming,2021-03-17,55352,693,0.0,0.0,662730.0,0.0
Minnesota,2021-03-17,498926,6817,0.0,0.0,7299605.0,0.0
Michigan,2021-03-17,676494,16805,0.0,0.0,10910177.0,0.0
Massachusetts,2021-03-17,604666,16688,0.0,0.0,17462094.0,0.0
Maryland,2021-03-17,394716,8080,0.0,0.0,8324638.0,0.0
Maine,2021-03-17,47395,725,0.0,0.0,1730308.0,0.0
Louisiana,2021-03-17,438557,9925,0.0,0.0,5821800.0,0.0
Kentucky,2021-03-17,417412,5029,0.0,0.0,4045189.0,0.0
Kansas,2021-03-17,300441,4829,0.0,0.0,1289163.0,0.0
Iowa,2021-03-17,343851,5657,0.0,0.0,1342211.0,0.0
Indiana,2021-03-17,673528,12876,0.0,0.0,8466256.0,0.0
Idaho,2021-03-17,176007,1929,0.0,0.0,656533.0,0.0
Hawaii,2021-03-17,29307,451,0.0,0.0,1184130.0,0.0
Guam,2021-03-17,7773,134,0.0,0.0,123549.0,0.0
Georgia,2021-03-17,1036506,18287,0.0,0.0,7508785.0,0.0
Florida,2021-03-17,1984425,32449,0.0,0.0,24455176.0,0.0
District of Columbia,2021-03-17,42730,1042,0.0,0.0,1304692.0,0.0
Delaware,2021-03-17,90751,1514,0.0,0.0,1481559.0,0.0
Connecticut,2021-03-17,293955,7799,0.0,0.0,6774828.0,0.0
Colorado,2021-03-17,444712,6048,0.0,0.0,6593650.0,0.0
California,2021-03-17,3688395,55453,0.0,0.0,51263837.0,0.0
Arkansas,2021-03-17,327456,5493,0.0,0.0,2778582.0,0.0
Arizona,2021-03-17,833878,16574,0.0,0.0,8155199.0,0.0
American Samoa,2021-03-17,0,0,0.0,0.0,2140.0,0.0
Mississippi,2021-03-17,301250,6929,0.0,0.0,1803160.0,0.0
Missouri,2021-03-17,572074,8694,0.0,0.0,4663525.0,0.0
Illinois,2021-03-17,1212110,23236,0.0,0.0,19170243.0,0.0
Nebraska,2021-03-17,205103,2128,0.0,0.0,2479364.0,0.0
Montana,2021-03-17,102344,1396,0.0,0.0,1144248.0,0.0
Wisconsin,2021-03-17,626364,7182,0.0,0.0,7259511.0,0.0
West Virginia,2021-03-17,136019,2546,0.0,0.0,2329206.0,0.0
Washington,2021-03-17,351109,5149,0.0,0.0,5576007.0,0.0
Virginia,2021-03-17,597141,10104,0.0,0.0,6189352.0,0.0
Vermont,2021-03-17,17047,215,0.0,0.0,1197118.0,0.0
Utah,2021-03-17,379081,2032,0.0,0.0,2966874.0,0.0
Tennessee,2021-03-17,794137,11650,0.0,0.0,6996960.0,0.0
South Dakota,2021-03-17,114791,1912,0.0,0.0,433072.0,0.0
South Carolina,2021-03-17,534869,8881,0.0,0.0,5341596.0,0.0
Rhode Island,2021-03-17,131750,2583,0.0,0.0,3244991.0,0.0
Puerto Rico,2021-03-17,103278,2083,0.0,0.0,1775949.0,0.0
Texas,2021-03-17,2773504,46651,0.0,0.0,20406104.0,0.0
Nevada,2021-03-17,299817,5135,0.0,0.0,2839480.0,0.0
Oregon,2021-03-17,160051,2346,0.0,0.0,3970707.0,0.0
Oklahoma,2021-03-17,434239,4788,0.0,0.0,3626186.0,0.0
Ohio,2021-03-17,992223,19065,0.0,0.0,10508152.0,0.0
North Dakota,2021-03-17,101150,1489,0.0,0.0,1439658.0,0.0
North Carolina,2021-03-17,887311,11722,0.0,0.0,10064123.0,0.0
New York,2021-03-17,1755193,48908,0.0,0.0,41323595.0,0.0
New Mexico,2021-03-17,188664,3860,0.0,0.0,2860138.0,0.0
New Jersey,2021-03-17,844398,23966,0.0,0.0,11286623.0,0.0
New Hampshire,2021-03-17,79070,1202,0.0,0.0,1547159.0,0.0
Pennsylvania,2021-03-17,979407,24678,0.0,0.0,11034306.0,0.0
Oregon,2021-03-18,160288,2349,0.0,0.0,3989307.0,0.0
Oklahoma,2021-03-18,434745,4788,0.0,0.0,3641940.0,0.0
Ohio,2021-03-18,993681,19081,0.0,0.0,10531244.0,0.0
North Dakota,2021-03-18,101284,1490,0.0,0.0,1440665.0,0.0
North Carolina,2021-03-18,889310,11757,0.0,0.0,10078318.0,0.0
Nevada,2021-03-18,300118,5147,0.0,0.0,2846492.0,0.0
New Mexico,2021-03-18,188907,3872,0.0,0.0,2867169.0,0.0
New Jersey,2021-03-18,848727,24045,0.0,0.0,11287274.0,0.0
New Hampshire,2021-03-18,79367,1202,0.0,0.0,1549429.0,0.0
Pennsylvania,2021-03-18,982700,24717,0.0,0.0,11064096.0,0.0
New York,2021-03-18,1761775,48970,0.0,0.0,41480691.0,0.0
Rhode Island,2021-03-18,132184,2588,0.0,0.0,3256522.0,0.0
Alabama,2021-03-18,509476,10363,0.0,0.0,4180495.0,0.0
South Dakota,2021-03-18,114966,1915,0.0,0.0,712963.0,0.0
Tennessee,2021-03-18,795963,11658,0.0,0.0,7005827.0,0.0
Texas,2021-03-18,2778580,46827,0.0,0.0,20456710.0,0.0
Utah,2021-03-18,379780,2037,0.0,0.0,2975467.0,0.0
Vermont,2021-03-18,17106,217,0.0,0.0,1197954.0,0.0
Virginia,2021-03-18,598468,10154,0.0,0.0,6202924.0,0.0
Washington,2021-03-18,352012,5156,0.0,0.0,5576007.0,0.0
West Virginia,2021-03-18,136334,2565,0.0,0.0,2339388.0,0.0
Wisconsin,2021-03-18,627060,7201,0.0,0.0,7274574.0,0.0
Wyoming,2021-03-18,55449,693,0.0,0.0,664396.0,0.0
Nebraska,2021-03-18,205214,2129,0.0,0.0,2481678.0,0.0
South Carolina,2021-03-18,536100,8933,0.0,0.0,5351834.0,0.0
Montana,2021-03-18,102484,1396,0.0,0.0,1148599.0,0.0
Puerto Rico,2021-03-18,103347,2085,0.0,0.0,1781929.0,0.0
Mississippi,2021-03-18,301602,6936,0.0,0.0,1803381.0,0.0
American Samoa,2021-03-18,0,0,0.0,0.0,2140.0,0.0
Arizona,2021-03-18,834323,16586,0.0,0.0,8167740.0,0.0
Arkansas,2021-03-18,327781,5507,0.0,0.0,2783605.0,0.0
California,2021-03-18,3691758,55670,0.0,0.0,51351366.0,0.0
Colorado,2021-03-18,445338,6049,0.0,0.0,6597592.0,0.0
Connecticut,2021-03-18,294328,7807,0.0,0.0,6787726.0,0.0
Delaware,2021-03-18,91123,1516,0.0,0.0,1491290.0,0.0
District of Columbia,2021-03-18,42811,1044,0.0,0.0,1304692.0,0.0
Florida,2021-03-18,1989024,32504,0.0,0.0,24558367.0,0.0
Georgia,2021-03-18,1038550,18359,0.0,0.0,7522667.0,0.0
Guam,2021-03-18,7776,134,0.0,0.0,124312.0,0.0
Hawaii,2021-03-18,29397,451,0.0,0.0,1188583.0,0.0
Missouri,2021-03-18,572844,8702,0.0,0.0,4673103.0,0.0
Idaho,2021-03-18,176461,1935,0.0,0.0,658005.0,0.0
Minnesota,2021-03-18,499962,6824,0.0,0.0,7309786.0,0.0
Michigan,2021-03-18,680279,16809,0.0,0.0,10931991.0,0.0
Massachusetts,2021-03-18,606377,16732,0.0,0.0,17509640.0,0.0
Alaska,2021-03-18,60934,307,0.0,0.0,1806251.0,0.0
Maine,2021-03-18,47591,725,0.0,0.0,1661634.0,0.0
Maryland,2021-03-18,395633,8099,0.0,0.0,8336837.0,0.0
Kentucky,2021-03-18,418372,5056,0.0,0.0,4047893.0,0.0
Kansas,2021-03-18,301063,4831,0.0,0.0,1289163.0,0.0
Iowa,2021-03-18,344267,5666,0.0,0.0,1343923.0,0.0
Indiana,2021-03-18,674430,12893,0.0,0.0,8483858.0,0.0
Illinois,2021-03-18,1213765,23255,0.0,0.0,19221483.0,0.0
Louisiana,2021-03-18,439002,9955,0.0,0.0,5836934.0,0.0
Oklahoma,2021-03-19,435317,4788,0.0,0.0,3653908.0,0.0
Ohio,2021-03-19,995785,19098,0.0,0.0,10547259.0,0.0
North Dakota,2021-03-19,101403,1490,0.0,0.0,1442356.0,0.0
North Carolina,2021-03-19,891314,11783,0.0,0.0,10098425.0,0.0
Nebraska,2021-03-19,205539,2130,0.0,0.0,2495411.0,0.0
New Mexico,2021-03-19,189158,3877,0.0,0.0,2874746.0,0.0
New Jersey,2021-03-19,853188,24076,0.0,0.0,11462197.0,0.0
New Hampshire,2021-03-19,79702,1207,0.0,0.0,1547159.0,0.0
Nevada,2021-03-19,300415,5157,0.0,0.0,2854529.0,0.0
Oregon,2021-03-19,160622,2353,0.0,0.0,4003447.0,0.0
New York,2021-03-19,1767290,49061,0.0,0.0,41744092.0,0.0
Pennsylvania,2021-03-19,985886,24739,0.0,0.0,11107528.0,0.0
Texas,2021-03-19,2783121,47025,0.0,0.0,20486161.0,0.0
Rhode Island,2021-03-19,132616,2594,0.0,0.0,3277327.0,0.0
South Carolina,2021-03-19,537498,8938,0.0,0.0,5376302.0,0.0
South Dakota,2021-03-19,115203,1919,0.0,0.0,713941.0,0.0
Tennessee,2021-03-19,796624,11681,0.0,0.0,7026813.0,0.0
Utah,2021-03-19,380340,2041,0.0,0.0,2985214.0,0.0
Vermont,2021-03-19,17247,217,0.0,0.0,1203609.0,0.0
Virginia,2021-03-19,600550,10182,0.0,0.0,6220455.0,0.0
Washington,2021-03-19,352907,5168,0.0,0.0,5592845.0,0.0
West Virginia,2021-03-19,136716,2570,0.0,0.0,2348502.0,0.0
Wisconsin,2021-03-19,627743,7208,0.0,0.0,7304565.0,0.0
Montana,2021-03-19,102616,1406,0.0,0.0,1152910.0,0.0
Puerto Rico,2021-03-19,103679,2089,0.0,0.0,1788179.0,0.0
Wyoming,2021-03-19,55479,693,0.0,0.0,665701.0,0.0
Missouri,2021-03-19,573559,8708,0.0,0.0,4684766.0,0.0
Minnesota,2021-03-19,501458,6830,0.0,0.0,7325694.0,0.0
Mississippi,2021-03-19,301924,6938,0.0,0.0,1803620.0,0.0
Alabama,2021-03-19,510048,10391,0.0,0.0,4189266.0,0.0
Alaska,2021-03-19,61091,310,0.0,0.0,1812448.0,0.0
American Samoa,2021-03-19,0,0,0.0,0.0,2140.0,0.0
Arizona,2021-03-19,834607,16645,0.0,0.0,8190456.0,0.0
Arkansas,2021-03-19,328045,5515,0.0,0.0,2791462.0,0.0
California,2021-03-19,3695341,55905,0.0,0.0,51460324.0,0.0
Connecticut,2021-03-19,295484,7822,0.0,0.0,6801571.0,0.0
Delaware,2021-03-19,91425,1517,0.0,0.0,1493986.0,0.0
District of Columbia,2021-03-19,42892,1046,0.0,0.0,1311092.0,0.0
Florida,2021-03-19,1994117,32598,0.0,0.0,24645161.0,0.0
Georgia,2021-03-19,1040817,18420,0.0,0.0,7545388.0,0.0
Colorado,2021-03-19,446580,6060,0.0,0.0,6611085.0,0.0
Hawaii,2021-03-19,29505,451,0.0,0.0,1193436.0,0.0
Guam,2021-03-19,7780,134,0.0,0.0,125442.0,0.0
Massachusetts,2021-03-19,608318,16759,0.0,0.0,17607605.0,0.0
Maryland,2021-03-19,396746,8113,0.0,0.0,8361452.0,0.0
Maine,2021-03-19,47832,727,0.0,0.0,1704120.0,0.0
Louisiana,2021-03-19,439543,9974,0.0,0.0,5856585.0,0.0
Kentucky,2021-03-19,419149,5504,0.0,0.0,4054812.0,0.0
Michigan,2021-03-19,683398,16843,0.0,0.0,10970604.0,0.0
Iowa,2021-03-19,344860,5672,0.0,0.0,1345272.0,0.0
Indiana,2021-03-19,675388,12907,0.0,0.0,8515391.0,0.0
Illinois,2021-03-19,1216090,23287,0.0,0.0,19299281.0,0.0
Idaho,2021-03-19,176802,1938,0.0,0.0,659557.0,0.0
Kansas,2021-03-19,301085,4831,0.0,0.0,1293893.0,0.0
Oregon,2021-03-20,160994,2357,0.0,0.0,4021248.0,0.0
Oklahoma,2021-03-20,435742,4788,0.0,0.0,3659772.0,0.0
Ohio,2021-03-20,997336,19120,0.0,0.0,10591209.0,0.0
North Dakota,2021-03-20,101514,1491,0.0,0.0,1445254.0,0.0
North Carolina,2021-03-20,893229,11805,0.0,0.0,10139076.0,0.0
New Jersey,2021-03-20,857739,24103,0.0,0.0,11572610.0,0.0
New Mexico,2021-03-20,189374,3882,0.0,0.0,2885907.0,0.0
New Hampshire,2021-03-20,79996,1213,0.0,0.0,1567760.0,0.0
Nevada,2021-03-20,300680,5161,0.0,0.0,2863567.0,0.0
Nebraska,2021-03-20,205814,2133,0.0,0.0,2505485.0,0.0
New York,2021-03-20,1772367,49134,0.0,0.0,42015555.0,0.0
Pennsylvania,2021-03-20,989452,24775,0.0,0.0,11158837.0,0.0
Montana,2021-03-20,102768,1409,0.0,0.0,1157928.0,0.0
South Carolina,2021-03-20,538801,8966,0.0,0.0,5395578.0,0.0
South Dakota,2021-03-20,115518,1919,0.0,0.0,712963.0,0.0
Tennessee,2021-03-20,798621,11709,0.0,0.0,7034682.0,0.0
Texas,2021-03-20,2786695,47198,0.0,0.0,20526908.0,0.0
Utah,2021-03-20,380787,2058,0.0,0.0,2993901.0,0.0
Vermont,2021-03-20,17393,217,0.0,0.0,1214526.0,0.0
Virginia,2021-03-20,602182,10092,0.0,0.0,6248924.0,0.0
Washington,2021-03-20,353792,5174,0.0,0.0,5630802.0,0.0
West Virginia,2021-03-20,137092,2600,0.0,0.0,2358160.0,0.0
Wisconsin,2021-03-20,628428,7222,0.0,0.0,7336112.0,0.0
Wyoming,2021-03-20,55581,693,0.0,0.0,668703.0,0.0
Rhode Island,2021-03-20,133039,2595,0.0,0.0,3301005.0,0.0
Missouri,2021-03-20,574201,8709,0.0,0.0,4703311.0,0.0
Puerto Rico,2021-03-20,103895,2092,0.0,0.0,1794115.0,0.0
Minnesota,2021-03-20,502893,6839,0.0,0.0,7361037.0,0.0
Alaska,2021-03-20,61162,310,0.0,0.0,1820986.0,0.0
American Samoa,2021-03-20,0,0,0.0,0.0,2140.0,0.0
Arizona,2021-03-20,835030,16691,0.0,0.0,8219560.0,0.0
Arkansas,2021-03-20,328273,5529,0.0,0.0,2799419.0,0.0
California,2021-03-20,3698702,55982,0.0,0.0,51601716.0,0.0
