State,Date,Confirmed,Deaths,Recovered,Active,Total_Test_Results,People_Hospitalized
Connecticut,2020-09-30,57329,4505,9310.0,43514.0,1581592.0,0.0
Colorado,2020-09-30,70025,2046,6469.0,61510.0,1326642.0,0.0
California,2020-09-30,818240,15653,0.0,0.0,14613545.0,0.0
Arkansas,2020-09-30,82755,1350,74440.0,6965.0,1007905.0,0.0
Arizona,2020-09-30,218184,5632,35125.0,177427.0,2174410.0,0.0
American Samoa,2020-09-30,0,0,0.0,0.0,1571.0,0.0
Guam,2020-09-30,2443,47,1811.0,585.0,49727.0,0.0
Minnesota,2020-09-30,98447,2072,88380.0,7995.0,2017350.0,0.0
Mississippi,2020-09-30,97638,2957,89737.0,4944.0,736481.0,0.0
Missouri,2020-09-30,130194,2095,0.0,0.0,1303034.0,0.0
Wisconsin,2020-09-30,119955,1300,98385.0,20270.0,1540438.0,0.0
Washington,2020-09-30,88823,2093,0.0,0.0,1848463.0,0.0
Virginia,2020-09-30,147516,3187,17576.0,126753.0,2039510.0,0.0
Vermont,2020-09-30,1749,58,1601.0,90.0,162747.0,0.0
Utah,2020-09-30,72136,457,54844.0,16835.0,821864.0,0.0
Texas,2020-09-30,781593,16179,661038.0,97221.0,6200826.0,0.0
Tennessee,2020-09-30,194611,2420,177945.0,14246.0,2860481.0,0.0
South Dakota,2020-09-30,21997,223,18090.0,3684.0,189146.0,0.0
South Carolina,2020-09-30,147634,3359,73136.0,71139.0,1300414.0,0.0
Rhode Island,2020-09-30,24556,1124,2316.0,21116.0,760228.0,0.0
Puerto Rico,2020-09-30,48467,654,0.0,0.0,702119.0,0.0
Pennsylvania,2020-09-30,163055,8106,127829.0,27120.0,3028137.0,0.0
Oregon,2020-09-30,33291,555,5538.0,27198.0,679383.0,0.0
Oklahoma,2020-09-30,86219,1018,71957.0,13244.0,1192403.0,0.0
Ohio,2020-09-30,152907,4453,131708.0,16746.0,3141377.0,0.0
North Dakota,2020-09-30,21401,239,17511.0,3651.0,608385.0,0.0
North Carolina,2020-09-30,209136,3494,184422.0,21220.0,3019586.0,0.0
New York,2020-09-30,460553,33144,76649.0,350760.0,10649353.0,0.0
New Mexico,2020-09-30,29157,875,16422.0,11860.0,909505.0,0.0
New Jersey,2020-09-30,209848,16117,34842.0,158889.0,3566760.0,0.0
New Hampshire,2020-09-30,8233,439,7463.0,331.0,438972.0,0.0
Nevada,2020-09-30,79595,1593,2093.0,75909.0,695720.0,0.0
Nebraska,2020-09-30,45044,478,33087.0,11479.0,452557.0,0.0
Wyoming,2020-09-30,5821,50,4702.0,1069.0,100543.0,0.0
Alabama,2020-09-30,153584,2517,64583.0,86484.0,1854307.0,0.0
Alaska,2020-09-30,7770,56,4324.0,3390.0,451056.0,0.0
Alaska,2020-10-01,7874,56,4555.0,3263.0,457207.0,0.0
Nebraska,2020-10-01,45564,478,33198.0,11888.0,455638.0,0.0
Nevada,2020-10-01,79980,1600,2220.0,76160.0,698096.0,0.0
New Hampshire,2020-10-01,8266,439,7463.0,364.0,438972.0,0.0
New Jersey,2020-10-01,210661,16122,34859.0,159680.0,3613032.0,0.0
New Mexico,2020-10-01,29435,877,16565.0,11993.0,914986.0,0.0
New York,2020-10-01,461537,33158,76754.0,351625.0,10747313.0,0.0
North Carolina,2020-10-01,210632,3532,184422.0,22678.0,3034871.0,0.0
North Dakota,2020-10-01,21846,246,17938.0,3662.0,613487.0,0.0
Ohio,2020-10-01,153987,4471,132980.0,16536.0,3165935.0,0.0
Oklahoma,2020-10-01,87199,1031,73100.0,13068.0,1204028.0,0.0
Oregon,2020-10-01,33509,559,5720.0,27230.0,685873.0,0.0
Pennsylvania,2020-10-01,163938,8133,130352.0,25453.0,3053816.0,0.0
Puerto Rico,2020-10-01,48755,661,0.0,0.0,708589.0,0.0
Rhode Island,2020-10-01,24748,1125,2322.0,21301.0,769822.0,0.0
South Carolina,2020-10-01,147942,3378,71691.0,72873.0,1309098.0,0.0
South Dakota,2020-10-01,22389,223,18508.0,3658.0,190769.0,0.0
Tennessee,2020-10-01,196139,2454,179322.0,14363.0,2884356.0,0.0
Texas,2020-10-01,784951,16288,664883.0,96886.0,6237157.0,0.0
Utah,2020-10-01,73042,459,55141.0,17442.0,829970.0,0.0
Vermont,2020-10-01,1752,58,1606.0,88.0,162727.0,0.0
Virginia,2020-10-01,148271,3208,17633.0,127430.0,2049988.0,0.0
West Virginia,2020-10-01,15850,355,11507.0,3988.0,561568.0,0.0
Washington,2020-10-01,89463,2100,0.0,0.0,1854399.0,0.0
Montana,2020-10-01,13071,180,9256.0,3635.0,343158.0,0.0
Wisconsin,2020-10-01,122274,1327,99925.0,21022.0,1552370.0,0.0
Missouri,2020-10-01,130485,2098,0.0,0.0,1304385.0,0.0
Mississippi,2020-10-01,98190,2969,89737.0,5484.0,737033.0,0.0
American Samoa,2020-10-01,0,0,0.0,0.0,1571.0,0.0
Arizona,2020-10-01,218507,5650,35261.0,177596.0,2193467.0,0.0
Arkansas,2020-10-01,83697,1369,75312.0,7016.0,1029717.0,0.0
California,2020-10-01,821439,15754,0.0,0.0,14705202.0,0.0
Colorado,2020-10-01,70536,2051,6500.0,61985.0,1341180.0,0.0
Connecticut,2020-10-01,57550,4508,9310.0,43732.0,1593993.0,0.0
Delaware,2020-10-01,20613,652,10622.0,9339.0,286562.0,0.0
District of Columbia,2020-10-01,15326,627,12155.0,2544.0,387860.0,0.0
Florida,2020-10-01,706516,14317,0.0,0.0,9816493.0,0.0
Georgia,2020-10-01,318026,7021,0.0,0.0,2933679.0,0.0
Guam,2020-10-01,2488,49,1822.0,617.0,50114.0,0.0
Alabama,2020-10-01,154772,2540,67948.0,84284.0,1870405.0,0.0
Hawaii,2020-10-01,12410,136,10256.0,2018.0,296501.0,0.0
Illinois,2020-10-01,295720,8916,0.0,0.0,5627311.0,0.0
Indiana,2020-10-01,120019,3645,94816.0,21558.0,1379850.0,0.0
Iowa,2020-10-01,89247,1358,68456.0,19433.0,764867.0,0.0
Kansas,2020-10-01,61122,680,2095.0,58347.0,521450.0,0.0
Kentucky,2020-10-01,68840,1174,11840.0,55826.0,1375987.0,0.0
Louisiana,2020-10-01,166033,5511,154163.0,6359.0,2318604.0,0.0
Maine,2020-10-01,5389,141,4678.0,570.0,435100.0,0.0
Maryland,2020-10-01,124725,3949,7536.0,113240.0,1618007.0,0.0
Massachusetts,2020-10-01,132116,9456,113768.0,8892.0,4050617.0,0.0
Michigan,2020-10-01,138014,7083,95051.0,35880.0,3647862.0,0.0
Minnesota,2020-10-01,99134,2089,89392.0,7653.0,2030167.0,0.0
Idaho,2020-10-01,42048,469,21976.0,19603.0,306706.0,0.0
Wyoming,2020-10-01,5948,50,4791.0,1107.0,101160.0,0.0
Arizona,2020-10-02,219212,5674,35411.0,178127.0,2216176.0,0.0
Wisconsin,2020-10-02,125161,1348,101669.0,22144.0,1566844.0,0.0
Alaska,2020-10-02,7996,58,4838.0,3100.0,462323.0,0.0
Minnesota,2020-10-02,100200,2102,89980.0,8118.0,2055888.0,0.0
Michigan,2020-10-02,139012,7102,95051.0,36859.0,3683581.0,0.0
Massachusetts,2020-10-02,132870,9480,113768.0,9622.0,4125104.0,0.0
Maryland,2020-10-02,125510,3949,7568.0,113993.0,1628200.0,0.0
Maine,2020-10-02,5428,141,4704.0,583.0,442391.0,0.0
Louisiana,2020-10-02,166584,5519,154163.0,6902.0,2334745.0,0.0
Kentucky,2020-10-02,69728,1191,11970.0,56567.0,1399762.0,0.0
Kansas,2020-10-02,62292,680,2095.0,59517.0,521450.0,0.0
Iowa,2020-10-02,90428,1366,69619.0,19443.0,770943.0,0.0
Indiana,2020-10-02,121176,3663,95655.0,21858.0,1387731.0,0.0
Illinois,2020-10-02,297884,8940,0.0,0.0,5692926.0,0.0
Idaho,2020-10-02,42561,472,22180.0,19909.0,309156.0,0.0
Hawaii,2020-10-02,12515,139,10298.0,2078.0,298463.0,0.0
Guam,2020-10-02,2488,49,1866.0,573.0,50548.0,0.0
Georgia,2020-10-02,319359,7063,0.0,0.0,2954392.0,0.0
Florida,2020-10-02,709144,14444,0.0,0.0,9884572.0,0.0
District of Columbia,2020-10-02,15358,628,12202.0,2528.0,390180.0,0.0
Delaware,2020-10-02,20787,654,10648.0,9485.0,288217.0,0.0
Connecticut,2020-10-02,57742,4511,9408.0,43823.0,1604380.0,0.0
Colorado,2020-10-02,71218,2054,6531.0,62633.0,1357159.0,0.0
California,2020-10-02,824943,15890,0.0,0.0,14771851.0,0.0
Arkansas,2020-10-02,84821,1384,76186.0,7251.0,1042616.0,0.0
Mississippi,2020-10-02,98886,2979,89737.0,6170.0,737729.0,0.0
American Samoa,2020-10-02,0,0,0.0,0.0,1571.0,0.0
Missouri,2020-10-02,130729,2103,0.0,0.0,1315418.0,0.0
Nebraska,2020-10-02,46185,493,33362.0,12330.0,459542.0,0.0
Wyoming,2020-10-02,6083,53,4853.0,1177.0,101295.0,0.0
Alabama,2020-10-02,155727,2548,67948.0,85231.0,1886895.0,0.0
Washington,2020-10-02,90179,2110,0.0,0.0,1868089.0,0.0
Virginia,2020-10-02,148721,3228,17713.0,127780.0,2074236.0,0.0
Vermont,2020-10-02,1755,58,1609.0,88.0,163844.0,0.0
Utah,2020-10-02,74050,459,55510.0,18081.0,836218.0,0.0
Texas,2020-10-02,788944,16402,668515.0,96926.0,6282329.0,0.0
Tennessee,2020-10-02,197432,2501,180781.0,14150.0,2902732.0,0.0
South Dakota,2020-10-02,23136,236,19068.0,3832.0,195003.0,0.0
South Carolina,2020-10-02,148323,3400,74499.0,70424.0,1316454.0,0.0
Rhode Island,2020-10-02,24914,1127,2342.0,21445.0,786200.0,0.0
Puerto Rico,2020-10-02,49067,665,0.0,0.0,714952.0,0.0
Pennsylvania,2020-10-02,164974,8148,131300.0,25526.0,3079975.0,0.0
Oregon,2020-10-02,33862,560,5738.0,27564.0,691945.0,0.0
Oklahoma,2020-10-02,88369,1035,74483.0,12851.0,1215441.0,0.0
Ohio,2020-10-02,155314,4491,134216.0,16607.0,3240197.0,0.0
North Dakota,2020-10-02,22218,256,18272.0,3690.0,619331.0,0.0
North Carolina,2020-10-02,212898,3579,184422.0,24897.0,3063661.0,0.0
New York,2020-10-02,462861,33166,76834.0,352861.0,10856531.0,0.0
New Mexico,2020-10-02,29661,882,16671.0,12108.0,921009.0,0.0
New Jersey,2020-10-02,211378,16140,34894.0,160344.0,3613646.0,0.0
New Hampshire,2020-10-02,8317,441,7534.0,342.0,450814.0,0.0
Nevada,2020-10-02,80410,1603,2226.0,76581.0,701557.0,0.0
Montana,2020-10-02,13500,181,9428.0,3891.0,348709.0,0.0
West Virginia,2020-10-02,16026,359,11602.0,4065.0,566588.0,0.0
American Samoa,2020-10-03,0,0,0.0,0.0,1616.0,0.0
Alaska,2020-10-03,8122,58,5042.0,3022.0,469290.0,0.0
New Hampshire,2020-10-03,8534,442,7636.0,456.0,455869.0,0.0
New Jersey,2020-10-03,212213,16131,34935.0,161147.0,3672127.0,0.0
New Mexico,2020-10-03,30000,887,16926.0,12187.0,928389.0,0.0
New York,2020-10-03,464620,33204,76834.0,354582.0,10976024.0,0.0
North Carolina,2020-10-03,214684,3608,184422.0,26654.0,3099704.0,0.0
North Dakota,2020-10-03,22694,264,18691.0,3739.0,626450.0,0.0
Ohio,2020-10-03,156809,4502,135301.0,17006.0,3271748.0,0.0
Oklahoma,2020-10-03,89559,1044,75753.0,12762.0,1230160.0,0.0
Oregon,2020-10-03,34163,563,5738.0,27862.0,697293.0,0.0
Puerto Rico,2020-10-03,49747,673,0.0,0.0,721268.0,0.0
Rhode Island,2020-10-03,25076,1129,2346.0,21601.0,797014.0,0.0
South Carolina,2020-10-03,149185,3409,72951.0,72825.0,1338052.0,0.0
South Dakota,2020-10-03,23522,237,19298.0,3987.0,196261.0,0.0
Tennessee,2020-10-03,198403,2515,182116.0,13772.0,2919014.0,0.0
Texas,2020-10-03,792921,16501,672144.0,99053.0,6368742.0,0.0
Utah,2020-10-03,75157,474,56167.0,18516.0,845583.0,0.0
Vermont,2020-10-03,1768,58,1611.0,99.0,164859.0,0.0
Virginia,2020-10-03,149687,3250,17752.0,128685.0,2094361.0,0.0
Washington,2020-10-03,90821,2117,0.0,0.0,1884074.0,0.0
West Virginia,2020-10-03,16307,361,11799.0,4147.0,576499.0,0.0
Wisconsin,2020-10-03,127906,1353,103530.0,23023.0,1580519.0,0.0
Wyoming,2020-10-03,6214,53,4989.0,1172.0,103278.0,0.0
Alabama,2020-10-03,157402,2550,67948.0,86904.0,1901908.0,0.0
Nevada,2020-10-03,81182,1609,2231.0,77342.0,706635.0,0.0
Nebraska,2020-10-03,46977,493,33820.0,12664.0,464264.0,0.0
Pennsylvania,2020-10-03,166119,8167,132252.0,25700.0,3114903.0,0.0
Missouri,2020-10-03,134887,2175,0.0,0.0,1326189.0,0.0
Arizona,2020-10-03,219763,5693,35553.0,178517.0,2236164.0,0.0
Montana,2020-10-03,13855,186,9569.0,4100.0,353362.0,0.0
Arkansas,2020-10-03,85779,1391,76186.0,8202.0,1054260.0,0.0
California,2020-10-03,829086,15957,0.0,0.0,14868431.0,0.0
Colorado,2020-10-03,71898,2057,6556.0,63285.0,1376920.0,0.0
Connecticut,2020-10-03,58297,4513,9408.0,44376.0,1676410.0,0.0
Delaware,2020-10-03,20937,658,10678.0,9601.0,290283.0,0.0
District of Columbia,2020-10-03,15423,629,12252.0,2542.0,394118.0,0.0
Georgia,2020-10-03,320634,7106,0.0,0.0,2970013.0,0.0
Guam,2020-10-03,2488,49,1887.0,552.0,51118.0,0.0
Hawaii,2020-10-03,12601,142,10340.0,2119.0,300459.0,0.0
Idaho,2020-10-03,43238,474,22371.0,20393.0,311337.0,0.0
Florida,2020-10-03,711804,14554,0.0,0.0,9950285.0,0.0
Indiana,2020-10-03,122640,3681,94816.0,24143.0,1398522.0,0.0
Mississippi,2020-10-03,99558,2999,89737.0,6822.0,738401.0,0.0
Illinois,2020-10-03,300340,8992,0.0,0.0,5765867.0,0.0
Michigan,2020-10-03,139996,7110,95051.0,37835.0,3723748.0,0.0
Massachusetts,2020-10-03,133631,9490,113768.0,10373.0,4200018.0,0.0
Maryland,2020-10-03,126222,3950,7606.0,114666.0,1639785.0,0.0
Maine,2020-10-03,5466,141,4741.0,584.0,449290.0,0.0
Minnesota,2020-10-03,101366,2112,90492.0,8762.0,2086963.0,0.0
Kentucky,2020-10-03,70727,1197,12041.0,57489.0,1422520.0,0.0
Kansas,2020-10-03,62537,700,2136.0,59701.0,531117.0,0.0
Iowa,2020-10-03,91482,1377,70501.0,19604.0,775992.0,0.0
Louisiana,2020-10-03,167401,5545,154163.0,7693.0,2357449.0,0.0
Oklahoma,2020-10-04,90748,1051,77004.0,12693.0,1247822.0,0.0
Nebraska,2020-10-04,47403,497,34090.0,12816.0,469968.0,0.0
Nevada,2020-10-04,81708,1620,2231.0,77857.0,710210.0,0.0
New Hampshire,2020-10-04,8597,442,7655.0,500.0,461049.0,0.0
New Jersey,2020-10-04,213239,16135,34979.0,162125.0,3673074.0,0.0
New Mexico,2020-10-04,30296,890,17055.0,12351.0,935401.0,0.0
New York,2020-10-04,466307,33207,77004.0,356096.0,11110291.0,0.0
North Carolina,2020-10-04,216886,3629,184422.0,28835.0,3136266.0,0.0
North Dakota,2020-10-04,23134,271,19079.0,3784.0,632299.0,0.0
Ohio,2020-10-04,157966,4517,136330.0,17119.0,3318775.0,0.0
Oregon,2020-10-04,34511,571,5752.0,28188.0,701903.0,0.0
West Virginia,2020-10-04,16481,363,11938.0,4180.0,582705.0,0.0
Puerto Rico,2020-10-04,50375,681,0.0,0.0,727708.0,0.0
Rhode Island,2020-10-04,25076,1131,2346.0,21599.0,797014.0,0.0
South Carolina,2020-10-04,150891,3442,72951.0,74498.0,1339758.0,0.0
South Dakota,2020-10-04,23986,248,19626.0,4112.0,198019.0,0.0
Tennessee,2020-10-04,199595,2560,183533.0,13502.0,2936962.0,0.0
Texas,2020-10-04,796784,16571,677244.0,99249.0,6472939.0,0.0
Utah,2020-10-04,76225,476,56751.0,18998.0,852680.0,0.0
Vermont,2020-10-04,1778,58,1616.0,104.0,165786.0,0.0
Virginia,2020-10-04,150803,3270,17810.0,129723.0,2113878.0,0.0
Washington,2020-10-04,91290,2123,0.0,0.0,1905759.0,0.0
Montana,2020-10-04,14356,186,9601.0,4569.0,354783.0,0.0
Pennsylvania,2020-10-04,167322,8185,132252.0,26885.0,3146795.0,0.0
Alaska,2020-10-04,8265,59,5199.0,3007.0,473256.0,0.0
Alabama,2020-10-04,158181,2558,67948.0,87675.0,1912761.0,0.0
Mississippi,2020-10-04,100167,3011,89737.0,7419.0,739010.0,0.0
American Samoa,2020-10-04,0,0,0.0,0.0,1616.0,0.0
Wisconsin,2020-10-04,130798,1372,105373.0,24053.0,1594765.0,0.0
Arkansas,2020-10-04,86525,1407,77772.0,7346.0,1064738.0,0.0
California,2020-10-04,833343,16022,0.0,0.0,14998888.0,0.0
Colorado,2020-10-04,72555,2060,6576.0,63919.0,1396346.0,0.0
Connecticut,2020-10-04,58297,4513,9408.0,44376.0,1676410.0,0.0
Delaware,2020-10-04,21125,660,10748.0,9717.0,292458.0,0.0
District of Columbia,2020-10-04,15473,629,12252.0,2592.0,397549.0,0.0
Florida,2020-10-04,714591,14628,0.0,0.0,9996313.0,0.0
Georgia,2020-10-04,322169,7133,0.0,0.0,3001381.0,0.0
Guam,2020-10-04,2617,49,1887.0,681.0,51756.0,0.0
Hawaii,2020-10-04,12734,153,10389.0,2192.0,302213.0,0.0
Idaho,2020-10-04,43702,480,22568.0,20654.0,314442.0,0.0
Illinois,2020-10-04,302782,9023,0.0,0.0,5837501.0,0.0
Indiana,2020-10-04,124059,3705,96845.0,23509.0,1408475.0,0.0
Iowa,2020-10-04,92301,1381,71319.0,19601.0,781309.0,0.0
Kansas,2020-10-04,62569,701,2136.0,59732.0,531117.0,0.0
Kentucky,2020-10-04,72001,1205,12121.0,58675.0,1434524.0,0.0
Louisiana,2020-10-04,167401,5545,154163.0,7693.0,2357449.0,0.0
Maine,2020-10-04,5484,142,4763.0,579.0,449308.0,0.0
Maryland,2020-10-04,126819,3957,7652.0,115210.0,1649725.0,0.0
Massachusetts,2020-10-04,134303,9507,113768.0,11028.0,4265786.0,0.0
Michigan,2020-10-04,141271,7124,99521.0,34626.0,3764274.0,0.0
Minnesota,2020-10-04,102787,2126,91844.0,8817.0,2116038.0,0.0
Wyoming,2020-10-04,6365,53,5083.0,1229.0,103429.0,0.0
Missouri,2020-10-04,136540,2193,0.0,0.0,1339556.0,0.0
Arizona,2020-10-04,220399,5705,35696.0,178998.0,2255630.0,0.0
Mississippi,2020-10-05,100488,3013,89737.0,7738.0,739331.0,0.0
Wisconsin,2020-10-05,132663,1377,107004.0,24282.0,1605641.0,0.0
Massachusetts,2020-10-05,134947,9510,113768.0,11669.0,4334501.0,0.0
Maryland,2020-10-05,127290,3958,7653.0,115679.0,1659847.0,0.0
Maine,2020-10-05,5519,142,4782.0,595.0,449341.0,0.0
Louisiana,2020-10-05,168294,5577,154163.0,8554.0,2383670.0,0.0
Kentucky,2020-10-05,72617,1209,12121.0,59287.0,1434524.0,0.0
Kansas,2020-10-05,63726,701,2136.0,60889.0,531117.0,0.0
Iowa,2020-10-05,92744,1387,71600.0,19757.0,785567.0,0.0
Indiana,2020-10-05,125146,3720,96845.0,24581.0,1418063.0,0.0
Illinois,2020-10-05,304235,9040,0.0,0.0,5889157.0,0.0
Idaho,2020-10-05,43964,482,22744.0,20738.0,316370.0,0.0
Michigan,2020-10-05,141271,7124,99521.0,34626.0,3764274.0,0.0
Hawaii,2020-10-05,12804,156,10415.0,2233.0,304149.0,0.0
Georgia,2020-10-05,322925,7162,0.0,0.0,3018618.0,0.0
Florida,2020-10-05,716459,14671,0.0,0.0,10022513.0,0.0
District of Columbia,2020-10-05,15519,631,12299.0,2589.0,399825.0,0.0
Delaware,2020-10-05,21243,661,10806.0,9776.0,294089.0,0.0
Connecticut,2020-10-05,58297,4513,9408.0,44376.0,1676410.0,0.0
Colorado,2020-10-05,73076,2068,6609.0,64399.0,1414336.0,0.0
California,2020-10-05,836129,16040,0.0,0.0,15160287.0,0.0
Arkansas,2020-10-05,87013,1425,78358.0,7230.0,1072343.0,0.0
Arizona,2020-10-05,220754,5706,35838.0,179210.0,2266217.0,0.0
American Samoa,2020-10-05,0,0,0.0,0.0,1616.0,0.0
Guam,2020-10-05,2617,49,1887.0,681.0,51756.0,0.0
Wyoming,2020-10-05,6504,53,5160.0,1291.0,103568.0,0.0
Minnesota,2020-10-05,103826,2133,93148.0,8545.0,2146411.0,0.0
Montana,2020-10-05,14635,187,9597.0,4851.0,357413.0,0.0
West Virginia,2020-10-05,16635,364,11982.0,4289.0,590079.0,0.0
Washington,2020-10-05,91709,2127,0.0,0.0,1922956.0,0.0
Virginia,2020-10-05,151870,3273,17848.0,130749.0,2113878.0,0.0
Vermont,2020-10-05,1785,58,1622.0,105.0,166520.0,0.0
Utah,2020-10-05,77618,478,57392.0,19748.0,860894.0,0.0
Texas,2020-10-05,797662,16601,680083.0,98836.0,6537885.0,0.0
Tennessee,2020-10-05,201210,2577,184404.0,14229.0,2970388.0,0.0
South Dakota,2020-10-05,24418,248,19902.0,4268.0,199775.0,0.0
South Carolina,2020-10-05,151582,3453,73973.0,74156.0,1378086.0,0.0
Rhode Island,2020-10-05,25076,1133,2346.0,21597.0,797014.0,0.0
Missouri,2020-10-05,138005,2202,0.0,0.0,1350745.0,0.0
Puerto Rico,2020-10-05,50675,686,0.0,0.0,729766.0,0.0
Oregon,2020-10-05,34770,572,5752.0,28446.0,705436.0,0.0
Oklahoma,2020-10-05,90748,1051,77606.0,12091.0,1248391.0,0.0
Ohio,2020-10-05,158907,4530,137038.0,17339.0,3356675.0,0.0
North Dakota,2020-10-05,23550,274,19497.0,3779.0,638320.0,0.0
North Carolina,2020-10-05,217496,3634,184422.0,29440.0,3160968.0,0.0
New York,2020-10-05,467693,33221,77090.0,357382.0,11220620.0,0.0
New Mexico,2020-10-05,30477,892,17210.0,12375.0,941512.0,0.0
New Jersey,2020-10-05,213934,16136,35031.0,162767.0,3734094.0,0.0
New Hampshire,2020-10-05,8645,443,7655.0,547.0,461049.0,0.0
Nevada,2020-10-05,82100,1623,2231.0,78246.0,713389.0,0.0
Pennsylvania,2020-10-05,168302,8200,134098.0,26004.0,3171518.0,0.0
Nebraska,2020-10-05,47807,501,34395.0,12911.0,473353.0,0.0
Alabama,2020-10-05,158717,2558,67948.0,88211.0,1918570.0,0.0
Alaska,2020-10-05,8453,59,5281.0,3113.0,476818.0,0.0
Alaska,2020-10-06,8661,59,5455.0,3147.0,479374.0,0.0
New Hampshire,2020-10-06,8645,443,7710.0,492.0,465878.0,0.0
New Jersey,2020-10-06,214540,16138,35070.0,163332.0,3758058.0,0.0
New Mexico,2020-10-06,30632,894,17270.0,12468.0,947945.0,0.0
New York,2020-10-06,468840,33234,77141.0,358465.0,11297024.0,0.0
North Carolina,2020-10-06,219754,3637,192644.0,23473.0,3193916.0,0.0
North Dakota,2020-10-06,23862,277,19892.0,3693.0,642669.0,0.0
Ohio,2020-10-06,159964,4546,137633.0,17785.0,3388186.0,0.0
Oklahoma,2020-10-06,91982,1055,78155.0,12772.0,1249056.0,0.0
Oregon,2020-10-06,35049,572,5826.0,28651.0,709012.0,0.0
Pennsylvania,2020-10-06,169091,8212,134649.0,26230.0,3192420.0,0.0
Puerto Rico,2020-10-06,51305,695,0.0,0.0,730253.0,0.0
Rhode Island,2020-10-06,25419,1137,2381.0,21901.0,820305.0,0.0
South Carolina,2020-10-06,152159,3456,74272.0,74431.0,1389106.0,0.0
South Dakota,2020-10-06,24598,248,20076.0,4274.0,200443.0,0.0
Tennessee,2020-10-06,203699,2597,185221.0,15881.0,3014664.0,0.0
Texas,2020-10-06,801163,16717,683700.0,99376.0,6571677.0,0.0
Utah,2020-10-06,78723,482,57965.0,20276.0,866180.0,0.0
Vermont,2020-10-06,1817,58,1625.0,134.0,167506.0,0.0
Virginia,2020-10-06,152557,3276,17893.0,131388.0,2139991.0,0.0
Washington,2020-10-06,92136,2135,0.0,0.0,1935899.0,0.0
West Virginia,2020-10-06,16749,367,12051.0,4331.0,596531.0,0.0
Wisconsin,2020-10-06,134359,1381,108371.0,24607.0,1614232.0,0.0
Wyoming,2020-10-06,6629,53,5272.0,1304.0,106162.0,0.0
American Samoa,2020-10-06,0,0,0.0,0.0,1616.0,0.0
Nevada,2020-10-06,82437,1623,2241.0,78573.0,716564.0,0.0
Nebraska,2020-10-06,48259,503,34613.0,13143.0,476952.0,0.0
Missouri,2020-10-06,139354,2204,0.0,0.0,1358668.0,0.0
Montana,2020-10-06,14847,190,9649.0,5008.0,369975.0,0.0
Alabama,2020-10-06,159476,2559,67948.0,88969.0,1927859.0,0.0
Arkansas,2020-10-06,87430,1447,79052.0,6931.0,1079144.0,0.0
California,2020-10-06,837982,16066,0.0,0.0,15301681.0,0.0
Colorado,2020-10-06,73537,2069,6635.0,64833.0,1430540.0,0.0
Connecticut,2020-10-06,59120,4517,9408.0,45195.0,1726721.0,0.0
Delaware,2020-10-06,21363,663,10880.0,9820.0,295835.0,0.0
District of Columbia,2020-10-06,15547,631,12306.0,2610.0,401568.0,0.0
Florida,2020-10-06,717874,14712,0.0,0.0,10074208.0,0.0
Georgia,2020-10-06,323714,7192,0.0,0.0,3032757.0,0.0
Guam,2020-10-06,2753,54,1895.0,804.0,52365.0,0.0
Hawaii,2020-10-06,12854,157,10446.0,2251.0,306112.0,0.0
Idaho,2020-10-06,44422,487,22930.0,21005.0,318167.0,0.0
Arizona,2020-10-06,221070,5707,36007.0,179356.0,2273690.0,0.0
Indiana,2020-10-06,125976,3733,98127.0,24116.0,1425175.0,0.0
Iowa,2020-10-06,93260,1398,71920.0,19942.0,788014.0,0.0
Kansas,2020-10-06,63979,708,2165.0,61106.0,541106.0,0.0
Kentucky,2020-10-06,73158,1214,12445.0,59499.0,1453778.0,0.0
Louisiana,2020-10-06,168512,5586,154163.0,8763.0,2391020.0,0.0
Maine,2020-10-06,5544,142,4807.0,595.0,466682.0,0.0
Maryland,2020-10-06,127791,3961,7657.0,116173.0,1668317.0,0.0
Massachusetts,2020-10-06,135462,9530,113768.0,12164.0,4371050.0,0.0
Michigan,2020-10-06,142726,7139,99521.0,36066.0,3818827.0,0.0
Minnesota,2020-10-06,104799,2136,94416.0,8247.0,2169786.0,0.0
Mississippi,2020-10-06,100703,3013,90577.0,7113.0,805358.0,0.0
Illinois,2020-10-06,306088,9054,0.0,0.0,5927695.0,0.0
Oregon,2020-10-07,35339,581,5870.0,28888.0,713398.0,0.0
Oklahoma,2020-10-07,93346,1066,79219.0,13061.0,1280061.0,0.0
Ohio,2020-10-07,161299,4569,138807.0,17923.0,3427972.0,0.0
North Dakota,2020-10-07,24364,280,20392.0,3692.0,648406.0,0.0
New Hampshire,2020-10-07,8731,446,7785.0,500.0,469392.0,0.0
New York,2020-10-07,469989,33241,77192.0,359556.0,11393383.0,0.0
New Mexico,2020-10-07,30947,894,17330.0,12723.0,954596.0,0.0
New Jersey,2020-10-07,215282,16147,35102.0,164033.0,3758687.0,0.0
Nevada,2020-10-07,82916,1629,2242.0,79045.0,718732.0,0.0
North Carolina,2020-10-07,221258,3670,192644.0,24944.0,3216686.0,0.0
Pennsylvania,2020-10-07,170060,8228,135499.0,26333.0,3218476.0,0.0
