,Province_State,Date,Deaths,Confirmed,Recovered,Active,People_Tested,People_Hospitalized
3863,Massachusetts,7/3/2021,9,4969743,0,0,0,0
3864,Massachusetts,7/10/2021,15,4973512,0,0,0,0
3865,Massachusetts,7/17/2021,28,4981601,0,0,0,0
3866,Massachusetts,7/24/2021,27,4997728,0,0,0,0
3867,Massachusetts,7/31/2021,31,5025269,0,0,0,0
3868,Massachusetts,8/7/2021,12,5066648,0,0,0,0
3869,Massachusetts,8/14/2021,46,5119804,0,0,0,0
3870,Massachusetts,8/21/2021,35,5181410,0,0,0,0
3871,Massachusetts,8/28/2021,47,5249618,0,0,0,0
3872,Massachusetts,9/4/2021,59,5328505,0,0,0,0
3873,Massachusetts,9/11/2021,74,5404370,0,0,0,0
3874,Massachusetts,9/18/2021,93,5500187,0,0,0,0
3875,Massachusetts,9/25/2021,100,5588893,0,0,0,0
3876,Massachusetts,10/2/2021,96,5668152,0,0,0,0
3877,Massachusetts,10/9/2021,93,5737409,0,0,0,0
3878,Massachusetts,10/16/2021,81,5803057,0,0,0,0
3879,Massachusetts,10/23/2021,75,5874279,0,0,0,0
3880,Massachusetts,10/30/2021,75,5938098,0,0,0,0
3881,Massachusetts,11/6/2021,84,6004278,0,0,0,0
3882,Massachusetts,11/13/2021,71,6079779,0,0,0,0
3883,Massachusetts,11/20/2021,98,6187372,0,0,0,0
3884,Massachusetts,11/27/2021,81,6317816,0,0,0,0
3885,Massachusetts,12/4/2021,129,6470464,0,0,0,0
3886,Massachusetts,12/11/2021,138,6696266,0,0,0,0
3887,Massachusetts,12/18/2021,188,6937845,0,0,0,0
3888,Massachusetts,12/25/2021,204,7241572,0,0,0,0
3889,Massachusetts,1/1/2022,217,7699453,0,0,0,0
3890,Massachusetts,1/8/2022,310,8540842,0,0,0,0
3891,Massachusetts,1/15/2022,354,9644262,0,0,0,0
3892,Massachusetts,1/22/2022,449,10434911,0,0,0,0
3893,Massachusetts,1/29/2022,503,11038464,0,0,0,0
3894,Massachusetts,2/5/2022,433,11331583,0,0,0,0
3895,Massachusetts,2/12/2022,351,11493663,0,0,0,0
3896,Massachusetts,2/19/2022,267,11593897,0,0,0,0
3897,Massachusetts,2/26/2022,241,11662050,0,0,0,0
3898,Massachusetts,3/5/2022,195,11713210,0,0,0,0
3899,Massachusetts,3/12/2022,163,11751934,0,0,0,0
3900,Massachusetts,3/19/2022,57,11787555,0,0,0,0
3901,Massachusetts,3/26/2022,43,11827278,0,0,0,0
3902,Massachusetts,4/2/2022,43,11879376,0,0,0,0
3903,Massachusetts,4/9/2022,28,11942582,0,0,0,0
3904,Massachusetts,4/16/2022,33,12028983,0,0,0,0
3905,Massachusetts,4/23/2022,46,12125284,0,0,0,0
3906,Massachusetts,4/30/2022,41,12246309,0,0,0,0
3907,Massachusetts,5/7/2022,71,12393048,0,0,0,0
3908,Massachusetts,5/14/2022,59,12581424,0,0,0,0
3909,Massachusetts,5/21/2022,85,12801904,0,0,0,0
3910,Massachusetts,5/28/2022,96,12981852,0,0,0,0
3911,Massachusetts,6/4/2022,89,13105188,0,0,0,0
3912,Massachusetts,6/11/2022,72,13221659,0,0,0,0
3913,Massachusetts,6/18/2022,83,13310477,0,0,0,0
3914,Massachusetts,6/25/2022,73,13378916,0,0,0,0
3915,Massachusetts,7/2/2022,62,13456621,0,0,0,0
3916,Massachusetts,7/9/2022,82,13523739,0,0,0,0
3917,Massachusetts,7/16/2022,33,13578745,0,0,0,0
3918,Massachusetts,7/23/2022,59,13644808,0,0,0,0
3919,Massachusetts,7/30/2022,49,13724133,0,0,0,0
3920,Massachusetts,8/6/2022,48,13800185,0,0,0,0
3921,Massachusetts,8/13/2022,61,13872167,0,0,0,0
3922,Massachusetts,8/20/2022,57,13938902,0,0,0,0
3923,Massachusetts,8/27/2022,48,14001566,0,0,0,0
3924,Massachusetts,9/3/2022,73,14062976,0,0,0,0
3925,Massachusetts,9/10/2022,73,14119961,0,0,0,0
3926,Massachusetts,9/17/2022,52,14176329,0,0,0,0
3927,Massachusetts,9/24/2022,58,14243146,0,0,0,0
3928,Massachusetts,10/1/2022,60,14315234,0,0,0,0
3929,Massachusetts,10/8/2022,65,14386420,0,0,0,0
3930,Massachusetts,10/15/2022,70,14453080,0,0,0,0
3931,Massachusetts,10/22/2022,82,14514067,0,0,0,0
3932,Massachusetts,10/29/2022,100,14572814,0,0,0,0
3933,Massachusetts,11/5/2022,83,14625066,0,0,0,0
3934,Massachusetts,11/12/2022,103,14669066,0,0,0,0
3935,Massachusetts,11/19/2022,94,14710311,0,0,0,0
3936,Massachusetts,11/26/2022,94,14752235,0,0,0,0
3937,Massachusetts,12/3/2022,91,14785523,0,0,0,0
3938,Massachusetts,12/10/2022,86,14834925,0,0,0,0
3939,Massachusetts,12/17/2022,109,14899272,0,0,0,0
3940,Massachusetts,12/24/2022,110,14971301,0,0,0,0
3941,Massachusetts,12/31/2022,147,15044526,0,0,0,0
3942,Massachusetts,1/7/2023,157,15120049,0,0,0,0
3943,Massachusetts,1/14/2023,162,15201421,0,0,0,0
3944,Massachusetts,1/21/2023,146,15271386,0,0,0,0
3945,Massachusetts,1/28/2023,189,15326450,0,0,0,0
3946,Massachusetts,2/4/2023,177,15376566,0,0,0,0
3947,Massachusetts,2/11/2023,130,15421920,0,0,0,0
3948,Massachusetts,2/18/2023,128,15460618,0,0,0,0
3949,Massachusetts,2/25/2023,102,15497770,0,0,0,0
3950,Massachusetts,3/4/2023,118,15530366,0,0,0,0
3951,Massachusetts,3/11/2023,84,11108185,0,0,0,0
3952,Michigan,4/18/2020,829,194562,6267,174994,630976,26567
3953,Michigan,4/25/2020,847,239068,27764,191840,867571,22961
3954,Michigan,5/2/2020,866,282591,65711,191244,1261277,5424
3955,Michigan,5/9/2020,509,316367,116640,169822,1671593,0
3956,Michigan,5/16/2020,351,341345,164350,143975,2252076,0
3957,Michigan,5/23/2020,342,370204,202572,132239,3044554,0
3958,Michigan,5/30/2020,241,389876,237107,115458,3467500,0
3959,Michigan,6/6/2020,430,416942,270635,106834,4229849,0
3960,Michigan,6/13/2020,119,456729,297210,117814,5262529,0
3961,Michigan,6/20/2020,74,466345,319074,104952,5947702,0
3962,Michigan,6/27/2020,66,480417,346839,90748,6644282,0
3963,Michigan,7/4/2020,65,498420,359435,95631,7476526,0
3964,Michigan,7/11/2020,95,521777,370913,107043,8427176,0
3965,Michigan,7/18/2020,51,552521,378364,129799,9588025,0
3966,Michigan,7/25/2020,36,586177,386134,155339,10896252,0
3967,Michigan,8/1/2020,57,622453,405034,172421,12426803,0
3968,Michigan,8/8/2020,63,657517,423768,188326,13881845,0
3969,Michigan,8/15/2020,66,693296,449594,197878,15327632,0
3970,Michigan,8/22/2020,69,727781,479248,202200,16698899,0
3971,Michigan,8/29/2020,57,765226,511631,206769,18306472,0
3972,Michigan,9/5/2020,94,802567,537584,217539,19761882,0
3973,Michigan,9/12/2020,105,840523,569581,222924,21084885,0
3974,Michigan,9/19/2020,58,880372,603294,228493,22534009,0
3975,Michigan,9/26/2020,75,919452,636347,234055,24013314,0
3976,Michigan,10/3/2020,80,965188,669827,245775,25574596,0
3977,Michigan,10/10/2020,95,1016728,701397,265126,27204863,0
3978,Michigan,10/17/2020,121,1085303,735165,299212,28970519,0
3979,Michigan,10/24/2020,182,1176904,772173,352757,30987743,0
3980,Michigan,10/31/2020,177,1304396,810727,440387,33248243,0
3981,Michigan,11/7/2020,246,1491500,855539,581345,35640367,0
3982,Michigan,11/14/2020,431,1767842,912748,798042,5213961,0
3983,Michigan,11/21/2020,499,2125887,985439,1080191,0,0
3984,Michigan,11/28/2020,592,2470550,1078871,1327606,0,0
3985,Michigan,12/5/2020,854,2823120,1189364,1564651,0,0
3986,Michigan,12/12/2020,874,3134695,1422869,1636692,0,0
3987,Michigan,12/19/2020,879,3374212,1702945,1589957,0,0
3988,Michigan,12/26/2020,616,3543473,2026775,1430194,0,0
3989,Michigan,1/2/2021,616,3684025,2273945,1319310,0,0
3990,Michigan,1/9/2021,839,3857827,2596745,1165179,0,0
3991,Michigan,1/16/2021,524,4011595,2932882,978014,0,0
3992,Michigan,1/23/2021,512,4127503,3117554,906057,0,0
3993,Michigan,1/30/2021,344,4228493,3260437,860700,0,0
3994,Michigan,2/6/2021,329,4310780,3389301,811836,0,0
3995,Michigan,2/13/2021,265,4375644,3508961,754937,0,0
3996,Michigan,2/20/2021,223,4429356,3637026,678905,0,0
3997,Michigan,2/27/2021,166,4487722,3715738,657148,0,0
3998,Michigan,3/6/2021,150,4555825,3788806,651050,0,0
3999,Michigan,3/13/2021,111,4640203,0,0,0,0
4000,Michigan,3/20/2021,137,4763060,0,0,0,0
4001,Michigan,3/27/2021,141,4950384,0,0,0,0
4002,Michigan,4/3/2021,212,5224174,0,0,0,0
4003,Michigan,4/10/2021,304,5567781,0,0,0,0
4004,Michigan,4/17/2021,371,5942276,0,0,0,0
4005,Michigan,4/24/2021,475,6260840,0,0,0,0
4006,Michigan,5/1/2021,484,6491797,0,0,0,0
4007,Michigan,5/8/2021,484,6664005,0,0,0,0
4008,Michigan,5/15/2021,413,6788819,0,0,0,0
4009,Michigan,5/22/2021,350,6873738,0,0,0,0
4010,Michigan,5/29/2021,236,6927309,0,0,0,0
4011,Michigan,6/5/2021,212,6953622,0,0,0,0
4012,Michigan,6/12/2021,190,6972325,0,0,0,0
4013,Michigan,6/19/2021,84,6984063,0,0,0,0
4014,Michigan,6/26/2021,97,6991464,0,0,0,0
4015,Michigan,7/3/2021,50,6999311,0,0,0,0
4016,Michigan,7/10/2021,50,7006964,0,0,0,0
4017,Michigan,7/17/2021,50,7017818,0,0,0,0
4018,Michigan,7/24/2021,37,7033474,0,0,0,0
4019,Michigan,7/31/2021,42,7060219,0,0,0,0
4020,Michigan,8/7/2021,33,7101675,0,0,0,0
4021,Michigan,8/14/2021,63,7169229,0,0,0,0
4022,Michigan,8/21/2021,109,7246670,0,0,0,0
4023,Michigan,8/28/2021,127,7340313,0,0,0,0
4024,Michigan,9/4/2021,152,7448663,0,0,0,0
4025,Michigan,9/11/2021,149,7558557,0,0,0,0
4026,Michigan,9/18/2021,176,7703801,0,0,0,0
4027,Michigan,9/25/2021,217,7861765,0,0,0,0
4028,Michigan,10/2/2021,225,8034357,0,0,0,0
4029,Michigan,10/9/2021,263,8233771,0,0,0,0
4030,Michigan,10/16/2021,267,8445612,0,0,0,0
4031,Michigan,10/23/2021,340,8647563,0,0,0,0
4032,Michigan,10/30/2021,353,8839181,0,0,0,0
4033,Michigan,11/6/2021,313,9060441,0,0,0,0
4034,Michigan,11/13/2021,333,9301017,0,0,0,0
4035,Michigan,11/20/2021,533,9679652,0,0,0,0
4036,Michigan,11/27/2021,403,10051721,0,0,0,0
4037,Michigan,12/4/2021,864,10421892,0,0,0,0
4038,Michigan,12/11/2021,806,10830355,0,0,0,0
4039,Michigan,12/18/2021,825,11165812,0,0,0,0
4040,Michigan,12/25/2021,606,11455177,0,0,0,0
4041,Michigan,1/1/2022,675,11848970,0,0,0,0
4042,Michigan,1/8/2022,935,12590881,0,0,0,0
4043,Michigan,1/15/2022,754,13515084,0,0,0,0
4044,Michigan,1/22/2022,793,14366545,0,0,0,0
4045,Michigan,1/29/2022,695,15338611,0,0,0,0
4046,Michigan,2/5/2022,676,15908230,0,0,0,0
4047,Michigan,2/12/2022,590,16190806,0,0,0,0
4048,Michigan,2/19/2022,535,16348207,0,0,0,0
4049,Michigan,2/26/2022,479,16446332,0,0,0,0
4050,Michigan,3/5/2022,364,16537445,0,0,0,0
4051,Michigan,3/12/2022,347,16584485,0,0,0,0
4052,Michigan,3/19/2022,230,16626198,0,0,0,0
4053,Michigan,3/26/2022,154,16671319,0,0,0,0
4054,Michigan,4/2/2022,134,16709214,0,0,0,0
4055,Michigan,4/9/2022,70,16741578,0,0,0,0
4056,Michigan,4/16/2022,81,16783755,0,0,0,0
4057,Michigan,4/23/2022,78,16848826,0,0,0,0
4058,Michigan,4/30/2022,67,16938176,0,0,0,0
4059,Michigan,5/7/2022,62,17057402,0,0,0,0
4060,Michigan,5/14/2022,76,17225057,0,0,0,0
4061,Michigan,5/21/2022,78,17425240,0,0,0,0
4062,Michigan,5/28/2022,139,17616913,0,0,0,0
4063,Michigan,6/4/2022,50,17772957,0,0,0,0
4064,Michigan,6/11/2022,131,17905374,0,0,0,0
4065,Michigan,6/18/2022,137,18023045,0,0,0,0
4066,Michigan,6/25/2022,69,18112503,0,0,0,0
4067,Michigan,7/2/2022,174,18216311,0,0,0,0
4068,Michigan,7/9/2022,64,18310527,0,0,0,0
4069,Michigan,7/16/2022,160,18420136,0,0,0,0
4070,Michigan,7/23/2022,149,18535723,0,0,0,0
4071,Michigan,7/30/2022,137,18666878,0,0,0,0
4072,Michigan,8/6/2022,106,18807049,0,0,0,0
4073,Michigan,8/13/2022,137,18928080,0,0,0,0
4074,Michigan,8/20/2022,103,19076179,0,0,0,0
4075,Michigan,8/27/2022,135,19219579,0,0,0,0
4076,Michigan,9/3/2022,129,19335039,0,0,0,0
4077,Michigan,9/10/2022,83,19471783,0,0,0,0
4078,Michigan,9/17/2022,196,19595366,0,0,0,0
4079,Michigan,9/24/2022,147,19716621,0,0,0,0
4080,Michigan,10/1/2022,160,19823813,0,0,0,0
4081,Michigan,10/8/2022,143,19917569,0,0,0,0
4082,Michigan,10/15/2022,152,20006069,0,0,0,0
4083,Michigan,10/22/2022,173,20093235,0,0,0,0
4084,Michigan,10/29/2022,158,20178898,0,0,0,0
4085,Michigan,11/5/2022,156,20261487,0,0,0,0
4086,Michigan,11/12/2022,168,20324757,0,0,0,0
4087,Michigan,11/19/2022,123,20419033,0,0,0,0
4088,Michigan,11/26/2022,275,20489418,0,0,0,0
4089,Michigan,12/3/2022,113,20551439,0,0,0,0
4090,Michigan,12/10/2022,242,20628691,0,0,0,0
4091,Michigan,12/17/2022,181,20717742,0,0,0,0
4092,Michigan,12/24/2022,149,20815443,0,0,0,0
4093,Michigan,12/31/2022,110,20898724,0,0,0,0
4094,Michigan,1/7/2023,69,20969543,0,0,0,0
4095,Michigan,1/14/2023,165,21038367,0,0,0,0
4096,Michigan,1/21/2023,184,21106374,0,0,0,0
4097,Michigan,1/28/2023,260,21158286,0,0,0,0
4098,Michigan,2/4/2023,245,21201481,0,0,0,0
4099,Michigan,2/11/2023,119,21242530,0,0,0,0
4100,Michigan,2/18/2023,59,21288568,0,0,0,0
4101,Michigan,2/25/2023,89,21335079,0,0,0,0
4102,Michigan,3/4/2023,139,21385588,0,0,0,0
4103,Michigan,3/11/2023,109,15306819,0,0,0,0
4104,Minnesota,4/18/2020,51,12834,6737,5472,284327,3126
4105,Minnesota,4/25/2020,123,19688,9717,8690,354641,4730
4106,Minnesota,5/2/2020,150,33336,14422,16629,474940,6851
4107,Minnesota,5/9/2020,164,60570,34173,23012,654768,9845
4108,Minnesota,5/16/2020,151,91125,49431,25320,876440,12962
4109,Minnesota,5/23/2020,152,123789,83375,34870,1180384,16093
4110,Minnesota,5/30/2020,175,156980,112217,38126,1530042,19596
4111,Minnesota,6/6/2020,145,182190,145293,29142,1961022,22348
4112,Minnesota,6/13/2020,133,202785,171063,22923,2614250,24351
4113,Minnesota,6/20/2020,90,219515,190589,19388,3146438,25820
4114,Minnesota,6/27/2020,48,237151,207097,20030,3736069,27279
4115,Minnesota,7/4/2020,51,256887,222439,24059,4321566,28566
4116,Minnesota,7/11/2020,34,277928,247450,20813,4905285,29913
4117,Minnesota,7/18/2020,41,306795,265877,30013,5552837,31461
4118,Minnesota,7/25/2020,33,337229,293519,32546,6254895,33358
4119,Minnesota,8/1/2020,35,371527,324625,35503,6589683,35461
4120,Minnesota,8/8/2020,43,405374,356373,37314,6227227,37643
4121,Minnesota,8/15/2020,16,437685,389400,36280,6699063,39880
4122,Minnesota,8/22/2020,102,467886,420088,35340,7141195,41853
4123,Minnesota,8/29/2020,56,501712,449718,39122,7586040,31184
4124,Minnesota,9/5/2020,40,541462,484800,43487,8038365,0
4125,Minnesota,9/12/2020,55,573841,522988,37354,8432614,0
4126,Minnesota,9/19/2020,57,603674,554741,35013,9847919,0
4127,Minnesota,9/26/2020,41,647341,583227,49866,13205298,0
4128,Minnesota,10/3/2020,70,696306,623670,58008,14290621,0
4129,Minnesota,10/10/2020,58,749078,673817,60180,15464070,0
4130,Minnesota,10/17/2020,86,813816,724442,73759,16654070,0
4131,Minnesota,10/24/2020,111,889510,788419,84777,17843794,0
4132,Minnesota,10/31/2020,130,982402,861328,103931,19082224,0
4133,Minnesota,11/7/2020,168,1132437,952286,162014,20481177,0
4134,Minnesota,11/14/2020,251,1375063,1095045,260343,3077966,0
4135,Minnesota,11/21/2020,327,1703149,1345346,336203,0,0
4136,Minnesota,11/28/2020,323,2007203,1664785,318458,0,0
4137,Minnesota,12/5/2020,399,2299401,1987841,285120,0,0
4138,Minnesota,12/12/2020,439,2543520,2244617,269516,0,0
4139,Minnesota,12/19/2020,421,2706935,2481966,192431,0,0
4140,Minnesota,12/26/2020,327,2815511,2644322,135980,0,0
4141,Minnesota,1/2/2021,270,2891852,2761711,92940,0,0
4142,Minnesota,1/9/2021,295,2993007,2853335,100506,0,0
4143,Minnesota,1/16/2021,224,3083889,2937971,104972,0,0
4144,Minnesota,1/23/2021,176,3148327,3025408,80547,0,0
4145,Minnesota,1/30/2021,124,3203778,3090081,70303,0,0
4146,Minnesota,2/6/2021,102,3249850,3145349,60366,0,0
4147,Minnesota,2/13/2021,80,3291404,3191739,54887,0,0
4148,Minnesota,2/20/2021,54,3329472,3234969,49264,0,0
4149,Minnesota,2/27/2021,52,3368162,3274415,48142,0,0
4150,Minnesota,3/6/2021,71,3406573,3310266,50264,0,0
4151,Minnesota,3/13/2021,195,3451324,0,0,0,0
4152,Minnesota,3/20/2021,36,3503122,0,0,0,0
4153,Minnesota,3/27/2021,58,3563700,0,0,0,0
4154,Minnesota,4/3/2021,50,3641213,0,0,0,0
4155,Minnesota,4/10/2021,69,3730524,0,0,0,0
4156,Minnesota,4/17/2021,61,3835087,0,0,0,0
4157,Minnesota,4/24/2021,67,3927037,0,0,0,0
4158,Minnesota,5/1/2021,97,4007500,0,0,0,0
4159,Minnesota,5/8/2021,70,4080349,0,0,0,0
4160,Minnesota,5/15/2021,62,4134494,0,0,0,0
4161,Minnesota,5/22/2021,77,4174271,0,0,0,0
4162,Minnesota,5/29/2021,55,4199666,0,0,0,0
4163,Minnesota,6/5/2021,43,4212373,0,0,0,0
4164,Minnesota,6/12/2021,42,4222100,0,0,0,0
4165,Minnesota,6/19/2021,33,4228535,0,0,0,0
4166,Minnesota,6/26/2021,42,4233452,0,0,0,0
4167,Minnesota,7/3/2021,32,4237674,0,0,0,0
4168,Minnesota,7/10/2021,12,4241909,0,0,0,0
4169,Minnesota,7/17/2021,13,4249046,0,0,0,0
4170,Minnesota,7/24/2021,15,4260181,0,0,0,0
4171,Minnesota,7/31/2021,18,4278897,0,0,0,0
4172,Minnesota,8/7/2021,26,4309299,0,0,0,0
4173,Minnesota,8/14/2021,35,4352730,0,0,0,0
4174,Minnesota,8/21/2021,31,4409997,0,0,0,0
4175,Minnesota,8/28/2021,39,4478964,0,0,0,0
4176,Minnesota,9/4/2021,45,4555760,0,0,0,0
4177,Minnesota,9/11/2021,48,4629027,0,0,0,0
4178,Minnesota,9/18/2021,91,4728155,0,0,0,0
4179,Minnesota,9/25/2021,93,4836787,0,0,0,0
4180,Minnesota,10/2/2021,104,4952200,0,0,0,0
4181,Minnesota,10/9/2021,135,5091195,0,0,0,0
4182,Minnesota,10/16/2021,123,5233263,0,0,0,0
4183,Minnesota,10/23/2021,130,5351933,0,0,0,0
4184,Minnesota,10/30/2021,132,5464103,0,0,0,0
4185,Minnesota,11/6/2021,159,5640175,0,0,0,0
4186,Minnesota,11/13/2021,168,5812357,0,0,0,0
4187,Minnesota,11/20/2021,159,6015999,0,0,0,0
4188,Minnesota,11/27/2021,183,6207144,0,0,0,0
4189,Minnesota,12/4/2021,278,6398391,0,0,0,0
4190,Minnesota,12/11/2021,256,6619681,0,0,0,0
4191,Minnesota,12/18/2021,239,6792334,0,0,0,0
4192,Minnesota,12/25/2021,205,6933517,0,0,0,0
4193,Minnesota,1/1/2022,216,7088881,0,0,0,0
4194,Minnesota,1/8/2022,250,7330044,0,0,0,0
4195,Minnesota,1/15/2022,205,7761974,0,0,0,0
4196,Minnesota,1/22/2022,180,8257281,0,0,0,0
4197,Minnesota,1/29/2022,241,8906060,0,0,0,0
4198,Minnesota,2/5/2022,217,9392072,0,0,0,0
4199,Minnesota,2/12/2022,208,9638680,0,0,0,0
4200,Minnesota,2/19/2022,174,9792683,0,0,0,0
4201,Minnesota,2/26/2022,130,9863148,0,0,0,0
4202,Minnesota,3/5/2022,112,9910553,0,0,0,0
4203,Minnesota,3/12/2022,91,9942424,0,0,0,0
4204,Minnesota,3/19/2022,67,9964044,0,0,0,0
4205,Minnesota,3/26/2022,58,9983354,0,0,0,0
4206,Minnesota,4/2/2022,51,10002487,0,0,0,0
4207,Minnesota,4/9/2022,40,10023357,0,0,0,0
4208,Minnesota,4/16/2022,34,10050311,0,0,0,0
4209,Minnesota,4/23/2022,38,10087900,0,0,0,0
4210,Minnesota,4/30/2022,26,10141059,0,0,0,0
4211,Minnesota,5/7/2022,27,10212480,0,0,0,0
4212,Minnesota,5/14/2022,44,10310049,0,0,0,0
4213,Minnesota,5/21/2022,38,10411378,0,0,0,0
4214,Minnesota,5/28/2022,51,10500148,0,0,0,0
4215,Minnesota,6/4/2022,36,10571288,0,0,0,0
4216,Minnesota,6/11/2022,55,10658248,0,0,0,0
4217,Minnesota,6/18/2022,31,10732306,0,0,0,0
4218,Minnesota,6/25/2022,41,10792287,0,0,0,0
4219,Minnesota,7/2/2022,26,10857825,0,0,0,0
4220,Minnesota,7/9/2022,34,10895821,0,0,0,0
4221,Minnesota,7/16/2022,44,10958972,0,0,0,0
4222,Minnesota,7/23/2022,37,11025556,0,0,0,0
4223,Minnesota,7/30/2022,51,11093724,0,0,0,0
4224,Minnesota,8/6/2022,27,11165274,0,0,0,0
4225,Minnesota,8/13/2022,42,11237762,0,0,0,0
4226,Minnesota,8/20/2022,31,11308566,0,0,0,0
4227,Minnesota,8/27/2022,36,11377233,0,0,0,0
4228,Minnesota,9/3/2022,42,11440915,0,0,0,0
4229,Minnesota,9/10/2022,38,11493811,0,0,0,0
4230,Minnesota,9/17/2022,49,11538609,0,0,0,0
4231,Minnesota,9/24/2022,55,11584027,0,0,0,0
4232,Minnesota,10/1/2022,38,11629099,0,0,0,0
4233,Minnesota,10/8/2022,44,11671483,0,0,0,0
4234,Minnesota,10/15/2022,43,11711513,0,0,0,0
4235,Minnesota,10/22/2022,48,11747352,0,0,0,0
4236,Minnesota,10/29/2022,39,11781808,0,0,0,0
4237,Minnesota,11/5/2022,48,11817450,0,0,0,0
4238,Minnesota,11/12/2022,58,11853202,0,0,0,0
4239,Minnesota,11/19/2022,51,11889347,0,0,0,0
4240,Minnesota,11/26/2022,57,11936075,0,0,0,0
4241,Minnesota,12/3/2022,55,11971442,0,0,0,0
4242,Minnesota,12/10/2022,61,12011407,0,0,0,0
4243,Minnesota,12/17/2022,65,12054075,0,0,0,0
4244,Minnesota,12/24/2022,53,12094688,0,0,0,0
4245,Minnesota,12/31/2022,47,12135367,0,0,0,0
4246,Minnesota,1/7/2023,37,12172405,0,0,0,0
4247,Minnesota,1/14/2023,64,12201759,0,0,0,0
4248,Minnesota,1/21/2023,55,12223673,0,0,0,0
4249,Minnesota,1/28/2023,78,12250280,0,0,0,0
4250,Minnesota,2/4/2023,48,12284565,0,0,0,0
4251,Minnesota,2/11/2023,80,12315275,0,0,0,0
4252,Minnesota,2/18/2023,60,12348152,0,0,0,0
4253,Minnesota,2/25/2023,24,12377791,0,0,0,0
4254,Minnesota,3/4/2023,54,12406260,0,0,0,0
4255,Minnesota,3/11/2023,50,8879922,0,0,0,0
4256,Mississippi,4/18/2020,56,23561,0,0,244190,4538
4257,Mississippi,4/25/2020,69,34701,0,0,366714,6307
4258,Mississippi,5/2/2020,70,46384,13652,13302,467119,7941
4259,Mississippi,5/9/2020,130,59212,29939,26718,561560,9790
4260,Mississippi,5/16/2020,89,71580,42029,26281,695852,11402
4261,Mississippi,5/23/2020,106,84251,52354,27934,865496,13213
4262,Mississippi,5/30/2020,107,98887,64087,30092,1066507,14840
4263,Mississippi,6/6/2020,88,114006,76619,31957,1283557,16494
4264,Mississippi,6/13/2020,78,128566,91339,31220,1475821,18107
4265,Mississippi,6/20/2020,49,142031,105294,30284,1645893,19141
4266,Mississippi,6/27/2020,97,164405,118775,38641,1832801,20629
4267,Mississippi,7/4/2020,72,196734,133570,55609,2065146,22234
4268,Mississippi,7/11/2020,123,230891,152390,70281,2256350,23592
4269,Mississippi,7/18/2020,116,271548,177759,84742,2498345,25353
4270,Mississippi,7/25/2020,132,327741,207822,110017,2803658,26917
4271,Mississippi,8/1/2020,215,391031,240741,139229,3092986,29072
4272,Mississippi,8/8/2020,181,443803,289417,141868,3329818,31284
4273,Mississippi,8/15/2020,206,485160,333962,137323,3540161,33454
4274,Mississippi,8/22/2020,157,521350,389298,116942,3687901,35366
4275,Mississippi,8/29/2020,190,559633,426689,116529,3863998,26037
4276,Mississippi,9/5/2020,142,591108,470215,103297,4073516,0
4277,Mississippi,9/12/2020,116,616319,506326,91605,4266115,0
4278,Mississippi,9/19/2020,124,639103,547924,71905,4477391,0
4279,Mississippi,9/26/2020,102,663533,590933,52585,5018139,0
4280,Mississippi,10/3/2020,100,688347,623749,43843,5155441,0
4281,Mississippi,10/10/2020,85,716248,633199,61695,5582046,0
4282,Mississippi,10/17/2020,75,750318,655567,72811,5732681,0
4283,Mississippi,10/24/2020,84,786088,680215,83382,5892896,0
4284,Mississippi,10/31/2020,79,823168,705985,94108,6188579,0
4285,Mississippi,11/7/2020,99,859775,736419,99622,6687287,0
4286,Mississippi,11/14/2020,107,907401,774419,108546,963897,0
4287,Mississippi,11/21/2020,117,964027,811528,127311,0,0
4288,Mississippi,11/28/2020,122,1022948,846505,150306,0,0
4289,Mississippi,12/5/2020,170,1100344,894113,179187,0,0
4290,Mississippi,12/12/2020,231,1195907,948508,219032,0,0
4291,Mississippi,12/19/2020,210,1299911,1027423,242475,0,0
4292,Mississippi,12/26/2020,175,1399701,1076480,291695,0,0
4293,Mississippi,1/2/2021,275,1492038,1158247,300642,0,0
4294,Mississippi,1/9/2021,306,1598185,1259881,303301,0,0
4295,Mississippi,1/16/2021,335,1710152,1375431,297521,0,0
4296,Mississippi,1/23/2021,271,1801666,1445502,316774,0,0
4297,Mississippi,1/30/2021,266,1881963,1544641,296058,0,0
4298,Mississippi,2/6/2021,248,1943612,1605776,294775,0,0
4299,Mississippi,2/13/2021,195,1987368,1742052,200788,0,0
4300,Mississippi,2/20/2021,92,2023194,1828560,149065,0,0
4301,Mississippi,2/27/2021,116,2045063,1896097,102758,0,0
4302,Mississippi,3/6/2021,136,2070979,1937684,86114,0,0
4303,Mississippi,3/13/2021,91,2091273,0,0,0,0
4304,Mississippi,3/20/2021,59,2111430,0,0,0,0
4305,Mississippi,3/27/2021,45,2125204,0,0,0,0
4306,Mississippi,4/3/2021,55,2136424,0,0,0,0
4307,Mississippi,4/10/2021,40,2146475,0,0,0,0
4308,Mississippi,4/17/2021,58,2157202,0,0,0,0
4309,Mississippi,4/24/2021,22,2168647,0,0,0,0
4310,Mississippi,5/1/2021,24,2179442,0,0,0,0
4311,Mississippi,5/8/2021,29,2188878,0,0,0,0
4312,Mississippi,5/15/2021,26,2198859,0,0,0,0
4313,Mississippi,5/22/2021,25,2209972,0,0,0,0
4314,Mississippi,5/29/2021,31,2219092,0,0,0,0
