h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28
527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479,527.7056479
1170.523144,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777,1241.768777
1367.614203,1362.437187,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085,1443.560085
1264.039637,1237.572169,1231.679521,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105,1299.474105
1106.827212,1189.291792,1159.13685,1154.203747,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749,1224.501749
1076.607425,1052.273812,1146.144867,1121.018741,1115.909021,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323,1174.348323
565.7961291,591.1776337,571.7973383,650.3530447,624.2511306,620.0001564,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943,695.0416943
376.1121707,369.2380417,397.6699368,394.4513814,475.8386183,454.1677589,448.7108856,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268,560.2820268
1017.62146,1039.025762,1031.360403,1055.582815,1042.408406,1110.106527,1082.263754,1074.152428,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303,1190.488303
1386.984271,1312.426856,1336.41677,1329.738315,1355.0663,1336.548219,1423.456771,1382.043864,1373.58527,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483,1471.135483
1151.805781,1206.251515,1122.648505,1143.030607,1136.146721,1156.829002,1146.915877,1276.10697,1232.932983,1225.839434,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796,1321.327796
1020.454286,1034.851659,1091.984473,1021.120289,1042.470283,1036.788988,1063.330029,1053.010837,1187.729956,1151.534798,1144.581881,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903,1233.018903
1005.97801,1006.198492,1022.451682,1069.890833,995.5497874,1012.961006,1005.702291,1045.884188,1015.874315,1128.849662,1093.499971,1087.063876,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442,1169.036442
551.3495444,544.6208463,544.9190386,558.5939631,614.7582908,554.1995192,576.5549737,565.6050633,607.2411534,579.9333637,690.6369669,657.8683999,651.9005671,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975,746.7454975
357.0626994,402.1426066,394.6035958,394.6603754,409.0783402,453.0419055,375.2504674,409.1105049,397.7454029,432.1393473,424.7197582,527.2061846,496.8518846,489.9482571,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357,622.681357
948.5498895,929.9005964,980.6873409,974.119724,974.311015,985.9211826,1036.739115,918.8702897,953.9485763,944.5417846,978.7456494,966.5076393,1061.530065,1026.397478,1016.740842,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382,1161.868382
1308.392957,1268.499633,1249.28845,1292.428191,1285.655738,1285.729359,1300.843277,1384.284457,1262.196059,1291.16585,1281.651867,1313.747834,1289.59998,1399.527172,1350.318329,1339.760404,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353,1463.544353
962.8693121,1128.723868,1084.178163,1069.261853,1114.468463,1108.921877,1109.063176,1131.873129,1219.000926,1118.193667,1146.943138,1138.081162,1167.302547,1149.381307,1303.161487,1249.353822,1240.34602,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262,1359.814262
912.9072037,846.0082302,1031.900748,992.9699564,976.4318681,1013.004407,1005.836542,1006.100074,1029.620213,1098.916643,999.0547753,1026.057337,1017.943961,1051.640968,1039.74499,1207.879521,1162.007796,1153.303789,1263.930261,1263.930261,1263.930261,1263.930261,1263.930261,1263.930261,1263.930261,1263.930261,1263.930261,1263.930261
923.6911645,871.9813035,797.6187609,957.461074,917.2566681,900.162759,947.6763912,936.9168004,937.1611694,956.6190293,1023.033908,929.1660538,953.7331494,944.3992834,992.0135919,959.5738099,1103.013741,1058.830075,1050.771997,1157.253762,1157.253762,1157.253762,1157.253762,1157.253762,1157.253762,1157.253762,1157.253762,1157.253762
504.9254669,499.5214068,441.1020456,374.8400085,541.6296867,509.2404081,492.469002,564.070615,552.9443679,553.1237911,572.3485931,641.115007,555.7641571,584.1024007,571.0049415,622.9987099,586.0012725,724.5683346,683.6395332,675.8826785,790.6031038,790.6031038,790.6031038,790.6031038,790.6031038,790.6031038,790.6031038,790.6031038
372.9419534,405.7554836,393.2032961,344.7029755,277.1082455,410.3728089,367.9412934,344.7463587,418.6350012,409.40412,409.3731285,427.4413029,490.1545248,391.6770304,431.7539193,417.4576951,461.1680363,446.8304559,575.1203952,535.7308902,527.3740976,672.1278253,672.1278253,672.1278253,672.1278253,672.1278253,672.1278253,672.1278253
783.3970871,873.4532348,909.8403614,906.0017463,854.2381786,799.2464045,974.4854446,911.0523676,882.7694458,943.9443727,934.5831514,934.6398477,950.9708936,1016.030198,876.6572369,920.4225464,908.3513587,950.9722117,939.7455223,1063.237451,1020.798398,1010.25933,1171.299549,1171.299549,1171.299549,1171.299549,1171.299549,1171.299549
732.090503,1002.010227,1102.318253,1134.019726,1127.161069,1086.536569,1014.813545,1277.440858,1212.045246,1185.735779,1246.6172,1237.918453,1237.907294,1256.91266,1352.671923,1200.465324,1237.238239,1225.291783,1265.312139,1236.725584,1369.769501,1316.172551,1304.449552,1449.476004,1449.476004,1449.476004,1449.476004,1449.476004
843.002799,620.9022029,920.8879181,1006.75754,1039.558878,1029.324591,975.4643767,868.5594522,1138.902369,1084.8137,1062.502615,1119.540212,1111.605605,1111.626062,1138.626988,1246.108371,1118.278933,1154.06864,1142.891475,1180.925517,1154.290818,1322.096408,1262.453284,1251.89294,1387.172349,1387.172349,1387.172349,1387.172349
1073.934066,885.496101,640.7032733,899.7640188,989.6087614,1016.200308,1006.386935,925.2309488,814.8193875,1038.111462,983.1054559,961.7829489,1013.468388,1004.27312,1004.424132,1033.568154,1122.612417,998.3988092,1032.020096,1021.378654,1062.074218,1047.826505,1234.489249,1180.803599,1170.941505,1299.069173,1299.069173,1299.069173
898.3602543,934.1999568,727.9425518,509.5484701,779.0994833,851.3349404,886.6889976,878.3441409,795.0771154,703.6059067,927.9809103,876.8347036,853.299208,913.377959,900.4553005,900.6197856,925.176003,1006.644805,889.9115476,921.8569245,910.4696932,962.2111849,931.7129811,1099.852458,1049.874407,1040.534447,1164.933095,1164.933095
482.0396476,531.1402737,574.3186947,376.1413096,153.5239994,371.1393729,467.5559049,518.8186577,505.3584772,436.7892875,342.4524977,552.1826108,506.1707022,482.2889624,567.3856676,553.4390417,553.5105537,577.2812263,660.7431416,549.8500742,584.0304767,569.6559728,627.4149137,583.8198839,740.802517,693.4600421,684.3921205,813.1674481
174.753091,231.6725287,291.381898,318.0084119,112.5738394,-69.92022259,219.9742959,360.0625463,413.7200776,394.8180243,327.7245418,240.5418506,428.3438342,374.4823347,346.3020609,438.1498572,426.3210938,426.1583746,448.500894,529.1990474,410.5487315,454.0458344,438.0340937,489.3872615,466.7096437,615.383657,569.4172319,560.029845
701.9304159,547.556609,612.9496491,648.2494939,684.2831863,527.5321716,286.1747391,706.9480369,853.3996482,897.8804462,887.1301336,823.6716306,744.8157592,965.1572497,889.3096253,854.8284515,932.3591868,920.6405292,920.5423122,941.6324818,1022.933125,871.825184,920.3939765,906.0951519,954.206608,943.6432017,1087.98761,1040.407693
1283.087734,1092.17181,925.5067073,974.5548823,1023.915519,1050.17527,845.8358741,496.8350143,936.9920754,1058.273113,1103.061618,1084.077524,1027.842551,935.7772662,1247.658078,1166.084823,1131.749705,1207.289415,1196.338122,1196.213716,1219.000673,1318.756258,1149.990577,1193.149048,1179.552538,1225.700864,1196.880439,1346.30866
1336.370286,1399.522216,1209.50121,1053.758042,1111.018592,1146.395212,1182.812013,868.248592,502.3344689,867.027281,987.5924457,1029.335123,1010.716575,944.3994282,815.5292625,1150.924371,1081.988638,1052.455065,1123.3409,1112.966791,1112.837886,1141.84986,1260.882815,1110.987501,1151.345779,1138.328966,1182.885231,1148.850255
946.4984181,1258.941284,1332.737192,1147.676807,992.2668891,1037.410016,1086.805212,1137.508804,808.7651471,505.0142274,869.8844569,982.8618443,1020.828661,1003.765499,908.8200095,770.2074488,1052.730018,984.2959684,957.7375432,1024.716905,1013.514532,1013.486317,1045.787604,1150.173683,1010.229241,1048.950171,1036.382271,1082.035731
665.4433204,697.4305227,1053.349893,1117.993181,911.1888794,777.2010975,837.8824896,906.8041797,960.920791,698.5217839,387.4334814,728.4128197,830.7430954,875.5055711,859.4440347,757.3596864,639.7778987,917.2992065,853.3371543,823.7537568,896.1102527,882.0047795,882.0162206,910.5384104,1003.611737,869.3168064,906.7018542,893.807586
386.3681044,327.2757479,361.024718,698.1731228,770.4562979,584.3301592,410.1923286,493.8302739,567.2711079,613.0697526,323.4809882,35.60646359,345.0971807,466.0162951,526.7779851,505.1645251,419.7855788,301.628076,561.7078253,501.7275817,470.9520986,562.7885705,547.1334218,547.0571546,573.7274511,666.4086998,536.7471473,575.0464119
216.6894715,239.9260125,183.0640122,222.6540282,577.5083857,642.096152,397.382445,160.0868069,250.0441207,312.2110497,345.9243372,85.33143665,-177.943427,187.354364,352.2214823,417.8616898,393.9893453,312.1056543,202.0066452,445.4091305,380.3283793,348.7895083,450.9478139,437.0243383,436.6929659,462.1971442,556.8795203,424.0662463
757.7507478,714.029519,765.6950525,682.2095272,717.729061,1041.406242,1121.851102,804.2394864,546.784282,622.8328322,666.7202441,704.4810772,489.9178634,180.4382573,677.4014454,855.5319204,911.5742684,890.1346029,812.9248235,709.4432713,973.6598663,891.2092427,853.4354707,943.8238881,930.5036267,930.2180093,954.7936336,1046.946226
1044.112294,975.2573891,922.8578688,933.4638562,869.4973426,903.8441468,1303.578163,1406.018371,1079.836089,862.4503494,929.1856845,979.6042816,1011.959774,769.7718213,352.1299219,889.0336117,1040.674381,1095.397912,1066.941286,995.0128495,882.7879827,1219.321889,1128.039504,1088.089876,1173.157986,1160.456299,1160.17681,1185.461161
1096.502476,1020.433919,937.9749051,889.8110639,959.4709729,893.5527416,934.9845618,1443.596198,1557.318129,1296.940478,1071.614069,1139.121707,1181.844308,1221.695662,823.7955699,372.7099682,830.4388636,976.8357156,1028.210761,1002.93563,924.7774381,783.4742383,1156.56333,1075.709999,1040.190775,1121.473473,1109.229288,1108.922471
985.334846,1093.194383,1002.033432,925.9480493,874.3666677,875.5999771,798.0238673,850.6187583,1414.785273,1518.924461,1235.523972,1027.107551,1087.697759,1140.587986,1195.691121,773.0947004,386.472603,830.9026868,968.7152229,1017.289396,992.3724033,891.5989051,735.4063658,1064.695773,987.3155809,956.629238,1034.961607,1022.342029
735.4545119,769.2015677,898.1640011,814.3415626,733.0884945,685.4695378,721.2148834,622.9828989,681.1888892,1193.510122,1297.310364,1008.865985,813.6087585,886.6873076,960.4246169,1023.817181,666.9481046,283.7820723,701.581391,831.6800766,884.8489443,860.7806079,748.7178541,609.7997543,921.6747371,847.8325768,814.1558802,894.7878831
328.4715224,271.3346524,354.904163,474.8610781,385.11497,310.0368998,254.6513168,337.941766,229.499976,281.0995966,817.8836279,923.6366036,638.4844186,407.3958068,504.9718181,590.0222076,641.8040689,274.1139489,-84.34842459,310.3707068,452.8670299,517.8268202,490.2878823,392.1740173,257.6342622,555.659692,484.9745062,449.3006436
286.3427392,293.9953984,236.1045122,298.3393698,425.6846089,342.8257388,255.5477348,185.1522995,253.3260258,159.7372262,221.4952299,750.9253998,854.0694729,506.2031212,207.7494962,318.73998,387.7728812,425.8809863,84.77904394,-254.816053,177.3779975,352.249085,424.6946456,396.4475348,305.7385801,177.5497214,462.6964809,389.8427777
888.8815947,905.6761767,913.4304786,881.3732703,947.6155908,1065.502943,969.134552,858.2131405,781.8282392,831.2743783,703.3083004,759.3313029,1277.938672,1394.879263,954.0319706,618.3580746,711.5440869,760.0769665,799.1964902,514.7597633,143.3498331,672.5567473,867.9248352,932.4391869,899.9974029,813.0356192,690.260544,983.9108496
1007.395331,1075.897981,1092.913045,1096.954954,1061.028884,1057.609142,1194.50382,1072.01996,951.6714886,878.5322906,919.6471162,812.4372653,867.962669,1454.917005,1598.701897,1131.208794,841.6886312,923.2933957,973.9484158,1011.86784,707.2197749,256.0519888,846.7641056,1020.136479,1081.171132,1047.679785,964.5697456,837.9093594
900.6758204,859.7169691,929.1232982,938.9894494,943.6172064,894.5485847,968.8967851,1142.844633,1009.940552,894.7198415,819.9377874,907.8329826,800.2973826,862.8460491,1582.22714,1744.373573,1351.903153,1059.738027,1138.724542,1187.807146,1228.806751,786.5078536,284.5119547,809.6380928,971.8664263,1030.081844,997.4581935,912.0368831
849.8187101,862.1604522,819.2884661,857.8487685,868.7329098,875.1336768,825.1075033,923.0103019,1111.707212,984.4518721,866.3712744,791.2727857,833.2500164,712.6866788,788.6802081,1597.126751,1747.394433,1339.483209,1068.614285,1145.283407,1198.256801,1251.288419,754.3772743,305.294292,799.3923213,954.2876519,1010.682324,979.6011489
760.3558857,762.8018203,775.2912458,753.1238356,796.2886694,811.0134098,817.5644242,723.006384,796.8364227,977.4473491,847.3052677,728.8912899,655.5967119,713.7403479,568.5691544,653.1604232,1401.23974,1550.825226,1135.670927,872.4695901,955.918164,1025.31932,1088.533109,647.5933423,216.6947945,688.2120899,838.295483,896.5030495
260.3843326,268.0517309,270.5259378,274.0545696,235.3081467,294.2234779,309.1909268,321.7197517,239.9449271,312.3541664,498.343375,367.6679358,252.0739302,171.9691683,300.7245576,140.731893,218.6751831,990.1276699,1139.868868,713.1897812,425.2589325,528.1385633,611.4736621,665.1880147,234.1059263,-176.348786,280.4704639,435.253002
210.6281171,171.9464981,179.7164751,180.1781292,185.4512445,131.6875219,191.7398527,219.7731967,230.5660466,153.4852735,293.5100051,479.4778577,351.9387777,225.632593,125.8814375,247.9563029,101.1989018,189.3672235,948.6413336,1100.011358,620.5928625,278.8794792,398.020146,468.1446013,504.654291,92.38333058,-305.1243253,166.1907505
757.4346,731.0080709,691.8532005,696.6289632,697.5020049,705.3975424,640.4885399,753.9243806,778.2422884,788.4008498,714.894892,940.5219415,1122.141373,982.7549141,825.5091754,714.5168234,797.8806759,616.2594107,699.3894284,1463.048841,1623.629804,1064.023032,677.9047817,783.0850555,827.8592064,864.2160015,507.3376519,96.62880006
997.8059125,1047.849441,1001.219444,987.683422,992.8291973,994.2504454,1003.601984,960.6040407,1058.725762,1081.673763,1091.09191,1022.933362,1093.939125,1292.296347,1118.728114,943.795105,838.4232931,914.6755804,750.0950972,832.5985045,1644.755914,1826.849351,1230.719247,878.6790829,966.7445354,1011.804368,1049.45537,697.2403571
798.2026142,822.166815,874.9209098,855.5769626,837.2575543,843.7228811,845.455112,866.5170046,831.4439821,923.9407037,946.2988123,955.0399045,887.2626456,974.159405,1220.980031,1027.855431,861.7642574,753.0583885,871.1219563,709.8927815,798.2183764,1715.80804,1919.118426,1387.038866,1047.112621,1132.095054,1179.258595,1216.628976
850.4019037,787.7470035,812.9911245,830.4131281,811.6112667,785.3694553,792.4955392,796.5911766,814.0329253,760.5400947,848.8820805,869.5994189,878.2955992,808.5887651,915.3974265,1189.871798,1006.525103,834.9131815,727.3540883,824.0471703,650.3141531,749.1407787,1769.767556,1965.72049,1440.834838,1118.81368,1203.954975,1250.3332
820.2014383,798.4481939,732.4014498,741.4136192,763.7074877,728.7043616,698.1328302,712.0709348,715.4112151,732.4388099,682.3071209,764.2183454,784.8127642,793.7826662,683.2708486,819.2912154,1079.947162,890.7715474,721.0755378,613.2085739,703.8139912,511.2790057,620.0882528,1604.086294,1794.850356,1253.514077,937.4347665,1024.429768
340.8399435,335.3273383,312.4051967,290.5257925,301.696825,337.3292662,294.4632542,227.6329456,239.7340395,242.9796611,256.1663041,199.1319054,280.5829074,301.7175752,316.170821,211.3830804,305.9046479,576.0986552,388.9297168,218.7851553,106.7570222,286.006193,76.1841525,181.1767009,1166.02666,1357.746132,797.1199587,468.2868694
306.1942138,263.6948114,255.5195823,247.6003656,219.6387536,237.1280421,281.6294383,189.6692918,133.7903148,145.7708666,148.0201911,159.5518818,100.5174985,184.2742472,217.3710735,231.0449372,133.9360201,293.9961467,560.8267815,373.1259763,196.4133888,69.1158972,244.5948629,41.95979971,154.8059502,1135.915372,1331.204428,729.841991
764.0144298,771.2410708,717.9024773,714.7457009,704.7987814,660.1440818,681.8078023,781.2465137,718.3511074,663.639087,675.7889296,677.7345532,688.6742384,620.9376491,753.607311,785.044041,797.6819576,703.4097218,919.3308151,1186.744471,991.8023006,791.055533,649.5064585,782.9846081,550.0007121,659.9845847,1651.118261,1851.116737
1013.647804,1029.328436,1038.307122,1004.50878,987.3775324,971.6682712,915.9168283,963.7640743,1042.490735,975.2981995,930.1748854,941.0325925,942.8661375,954.581929,887.409354,1013.222675,1042.415498,1054.406386,964.9585323,1124.238024,1401.988966,1180.481691,957.3037528,819.8608341,929.77927,707.139906,815.9140988,1834.027275
863.4251081,931.5289583,951.0138093,958.6637992,926.4541639,914.1521893,894.6252637,770.1042711,808.162643,879.3153653,824.9689851,785.2856884,795.7185637,797.7268905,820.0031203,752.0549092,868.6656702,897.4952144,908.8567075,818.2271614,964.9699672,1280.327185,1034.025601,817.2957213,677.7358247,839.7970695,623.9528518,736.5666041
838.7329975,810.6117575,896.4800914,913.0256909,920.0166829,882.266677,880.9867731,837.6435357,739.0412568,773.5208821,833.6221782,781.3005794,743.5274335,754.2145121,758.3620898,778.7588926,713.586809,826.9305461,854.3125017,865.8430719,773.8656467,921.7069625,1272.158872,1032.999465,812.683174,673.842872,826.7110176,601.5761142
739.8446639,726.8613742,669.6669717,715.5724591,730.6990999,738.4667256,698.1145453,771.8212941,737.4143702,648.2899077,678.2005819,731.5912815,684.1334501,644.146339,660.8903971,664.6441956,683.1280221,612.2844947,719.835768,747.5460289,759.2659924,647.4784487,820.1907676,1160.603148,917.7341964,698.599202,558.4757198,697.2463082
411.8409029,401.8635032,384.807655,320.4079678,365.4545498,382.271022,390.3324638,292.3230626,337.6578897,306.5183496,231.1580609,257.7810535,312.0152484,252.4802988,179.8774513,195.6855239,199.0426515,215.9341193,148.3281421,257.2907539,285.3815894,299.7679996,187.8443312,317.7552874,664.6176243,423.0056686,201.9271711,60.55732217
313.2080815,314.9109995,301.8050713,295.0582348,266.0442803,320.6869111,338.1451062,355.5625249,268.7026454,263.177853,236.4682558,169.5171057,196.5123239,254.5742939,163.2976657,96.36331103,111.1737117,113.9860354,129.1884426,53.90285077,164.4770196,198.3675661,212.7669444,103.8376256,282.0479431,626.9015214,383.0650789,159.9958884
745.4416356,713.1947184,715.4302525,710.235756,701.8716678,728.4075733,787.8650267,825.636794,841.4173978,757.4461982,737.3374133,713.5831879,645.5791437,674.3529127,778.5693158,698.1265157,637.0049561,653.3179191,655.8006837,671.0465153,598.5336406,732.8519935,766.7918246,780.7851342,672.8320996,896.5264718,1244.169683,998.161843
929.7608008,933.203706,890.8443292,891.7422978,885.3091022,875.6103371,888.3048117,1042.100042,1076.312887,1091.712842,1008.261289,989.6477258,965.5432343,892.7522277,943.5036854,1033.431094,957.0549579,898.5355856,913.7428367,916.2433747,931.4661361,857.0549819,991.5391771,1024.607703,1038.235959,932.5963945,1148.744674,1499.597988
1013.883423,984.705714,909.0853342,892.3057245,893.4102613,885.951845,872.5905447,797.787083,932.5917105,965.975493,983.6505464,908.0559096,896.965815,871.225594,740.6612772,784.6547078,870.3187422,797.2215107,744.0500453,759.1846182,761.6899066,783.5154512,706.1186637,837.0153841,870.2096817,883.5297427,779.1299225,954.999538
962.4711614,931.8448384,896.2719564,899.9582113,879.1713043,880.450292,870.1788954,832.8367882,765.5629863,895.2590308,933.512796,949.8254684,879.0260173,857.7784023,812.0396712,699.3568423,741.3419216,818.6869641,751.5976872,698.3856482,713.4045465,717.250772,737.5160389,657.9305687,787.7742871,820.2856472,833.4461111,728.7103667
845.8101233,849.8111494,812.4721463,802.2376691,777.4055336,753.3046983,755.0619121,726.3663991,701.1298154,618.5511123,737.1611425,772.459507,787.9329605,716.6169518,770.4279327,730.8567389,623.5083663,662.2580623,734.7923955,663.6683023,610.6257142,629.3947362,632.9179721,652.8808742,579.2202193,706.2894345,738.425029,751.6337587
489.5210961,474.6143652,479.4923365,468.7497399,452.5704295,419.2454058,386.0515406,390.9478646,371.5512053,348.3974232,258.6946358,364.8286812,398.3067497,413.7692059,289.3755153,304.5215982,266.7864485,169.7787113,206.1822902,279.7798155,208.4346415,135.0348661,152.9842184,156.441508,175.0221265,93.98959726,219.5692223,251.79779
455.9472198,490.5618831,472.3878945,473.7913075,456.8087283,431.0843805,394.650925,301.9060694,305.2199893,287.4229614,269.2136504,157.8070307,256.3603808,289.8173723,313.8535251,208.6000481,233.620832,199.1148969,108.1344479,145.0205258,220.3009687,125.9699253,57.31692466,75.14389904,78.11493176,95.97930229,12.72416692,138.7048973
843.2098357,863.0526363,888.9001712,883.671447,885.8900523,858.8885438,844.6898394,791.6774465,728.9901594,732.0321866,718.0245212,701.3774273,645.2017647,745.0116454,797.0848891,818.0914104,713.3951951,728.7775392,696.3846923,604.0757804,641.7328485,742.9463761,657.7897539,590.0216718,609.2978566,612.1284123,629.7692181,539.6117673
1063.642136,1037.119807,1049.605843,1061.41189,1053.145978,1056.673458,1041.769818,959.200811,970.4866834,912.970289,915.377739,902.5731079,885.4255826,846.3341869,1033.15878,1078.651877,1099.601501,990.870754,997.1969814,964.3557486,869.9432997,919.9419039,1016.647796,931.0497373,865.4016689,884.2168801,887.0070371,904.5027609
1112.950905,1118.552978,1101.863864,1108.138942,1142.000686,1128.858265,1130.805278,1044.136888,1007.390672,912.6753504,867.4157725,869.6149517,856.4262373,837.4995581,760.7802263,915.9572138,961.3257843,985.6355343,880.4620963,871.2627333,837.7080072,710.8348218,758.713088,852.1675572,768.0199549,704.6320949,723.2659297,726.0311034
979.2945311,997.1188546,1000.643946,992.2565365,1001.35851,1022.661441,1015.407408,1026.729776,988.1591862,935.2360378,905.378949,864.0052534,866.2694132,851.7147438,806.8912268,707.3189336,861.438685,914.022817,937.7468695,831.9225585,835.4761243,790.6884351,669.4550244,715.8006468,805.6862036,725.0674724,662.4210366,680.9237597
856.9679174,911.8276143,923.0435287,924.8151257,912.6492246,926.824617,966.8234899,924.6394387,929.6783042,874.1276297,844.2307132,792.700961,750.0854569,752.5812391,718.1307453,684.4198155,595.1587047,744.1427613,795.4554844,819.2248567,714.985773,739.9785892,697.1305449,579.9655072,625.2807407,711.3120879,631.5018263,569.3493887
484.6475346,440.4277058,482.9853145,488.6220707,491.191765,472.2446188,484.4175552,539.5917004,520.8182682,528.0754139,496.6941785,463.4994638,413.7902064,366.7587457,372.643975,346.729507,316.1001946,186.092128,329.2924634,380.705365,404.2009277,281.4026906,293.6990716,252.2517829,139.487207,182.9486946,268.361091,184.9136077
386.828878,422.1158436,398.9796995,478.5350801,486.7111724,490.713208,474.4425889,521.2186639,572.6187558,545.5806165,549.6802631,514.8375,477.4477176,402.5903572,291.2506806,295.6834403,272.1359016,244.8933528,105.7031035,250.2299689,301.0488683,327.5278829,216.6170857,222.1509942,181.9041462,73.96588061,117.1161881,203.1395334
938.539585,899.9971733,920.0298489,909.7688299,936.8010035,949.5344296,952.9711267,890.4491834,915.7105925,953.8607859,938.5866356,943.1384968,903.8923894,874.8844049,790.5393152,706.7915424,710.821769,689.8662184,665.150229,600.3868553,742.3919112,799.689272,824.2653294,705.6779437,697.9128222,659.3455309,552.1836749,595.6094389
1384.739979,1120.173326,1100.036721,1117.216094,1101.240954,1104.95528,1115.889947,1129.095895,1095.330932,1117.567837,1166.529284,1149.570303,1154.697417,1124.249247,1019.224564,1007.242376,931.1456517,934.7460269,915.7336649,890.5519431,833.7783223,1006.271556,1059.436474,1085.252574,966.1507816,974.5974702,936.3068736,828.3818148
1140.883066,1231.501926,1086.242252,1077.46512,1097.435588,1081.260082,1145.125893,1187.143748,1194.275618,1164.553275,1180.909855,1217.917111,1198.814892,1202.792643,1092.553699,1036.75518,938.4365347,870.727003,873.993865,854.6243532,828.2513215,743.7457451,896.6761321,952.5335811,980.9622449,859.2043054,864.3864062,825.839084
1114.790196,1109.267983,1097.521319,996.9852232,983.1948637,1003.310774,981.8370172,1047.196047,1069.887782,1076.165766,1054.303195,1071.550152,1095.917711,1081.097705,1095.499332,1036.930533,968.8330073,913.5674889,852.1368717,855.4638022,835.1797704,790.0730641,686.0434288,851.5585402,913.0136593,941.8124198,821.3810668,821.1666247
1056.902547,1029.037153,1025.703124,1052.803679,925.7804483,911.81518,935.936535,878.0126386,959.0460403,979.020935,983.6387699,960.5861011,981.1527245,1030.265089,976.6085623,984.2599957,912.7815682,866.6695317,789.1551741,726.5695489,730.0514181,695.3750436,656.0420896,555.2276525,710.6125805,772.8730474,801.4851273,681.0309682
