date,new_cases,new_deaths,reproduction_rate,icu_patients,hosp_patients,new_tests,positive_rate,tests_per_case,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2023-01-13,448092.0,4407.0,0.0,34750.0,273361.0,0.0,0.0,0.0,1882110063.0,1607542919.0,0.0,1218211.0,1267583.4,14.14,4.27,3728.2239
2023-01-20,308025.0,3664.0,0.0,30719.0,234122.0,0.0,0.0,0.0,1883176187.0,1608250386.0,0.0,851608.0,1267068.8,14.03,-0.79,3726.7102
2023-01-27,294867.0,3743.0,0.0,26523.0,202053.0,0.0,0.0,0.0,1884058496.0,1608811552.0,0.0,694611.0,1265400.0,13.91,-2.61,3721.8022
2023-02-03,285402.0,3452.0,0.0,23399.0,181446.0,0.0,0.0,0.0,1884841098.0,1609316945.0,0.0,585271.0,1262092.4,13.78,-5.25,3712.0737
2023-02-10,278228.0,3440.0,0.0,21402.0,169564.0,0.0,0.0,0.0,1885549611.0,1609779891.0,0.0,530110.0,0.0,0.0,0.0,0.0
2023-02-17,254372.0,2857.0,0.0,21087.0,164590.0,0.0,0.0,0.0,1886187700.0,1610198612.0,0.0,455577.0,0.0,0.0,0.0,0.0
2023-02-24,0.0,0.0,0.0,20257.0,158313.0,0.0,0.0,0.0,1886751856.0,1610561005.0,0.0,400391.0,0.0,0.0,0.0,0.0
2023-03-03,267168.0,2362.0,0.0,18864.0,148745.0,0.0,0.0,0.0,1887301940.0,1610914037.0,0.0,399179.0,0.0,0.0,0.0,0.0
2023-03-10,227828.0,2197.0,0.0,17311.0,135768.0,0.0,0.0,0.0,1887838045.0,1611258517.0,0.0,355019.0,0.0,0.0,0.0,0.0
2023-03-17,170593.0,1887.0,0.0,15877.0,121453.0,0.0,0.0,0.0,1078952768.0,920835789.0,0.0,75648.0,0.0,0.0,0.0,0.0
2023-03-24,126613.0,1741.0,0.0,10598.0,80402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
